Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
13.79022,S,13.79022,1.616186,0,0.474061,0,0,33.94948,58.06373,0,45.0312,79.65305,7.625958,-87.0790709648538,-87.0790709647329,-0.000145111396841086,1658.59034515734,1658.59034515157,0.00437656880218089,89.99985,89.99985,26384.74,0.063026
13.80022,S,13.80022,1.615448,0,0.4741415,0,0,33.94948,57.97586,0,45.0312,79.65526,7.626445,-86.9957943335443,-86.9957943334236,-0.000144919847778708,1657.72038723345,1657.72038722768,0.0043751196037355,89.99985,89.99985,26401.32,0.06306976
13.81022,S,13.81022,1.61471,0,0.4742222,0,0,33.94948,57.88815,0,45.0312,79.65749,7.626936,-86.9126776413685,-86.912677641248,-0.000144728632197728,1656.85126047646,1656.85126047069,0.00437367231744587,89.99985,89.99985,26417.89,0.0631135
13.82022,S,13.82022,1.613973,0,0.474303,0,0,33.94948,57.80064,0,45.0312,79.65971,7.627425,-86.8297665852217,-86.8297665851014,-0.0001445379016806,1655.98296283002,1655.98296282425,0.00437222693846137,89.99985,89.99985,26434.45,0.06315723
13.83022,S,13.83022,1.613237,0,0.4743839,0,0,33.94948,57.71331,0,45.0312,79.66193,7.627914,-86.7469916263503,-86.7469916262302,-0.000144347491381405,1655.11549293315,1655.11549292738,0.00437078346357982,89.99985,89.99985,26451,0.06320094
13.84022,S,13.84022,1.612502,0,0.4744648,0,0,33.94948,57.62616,0,45.0312,79.66414,7.628401,-86.6644183298648,-86.6644183297449,-0.0001441575036183,1654.24884876922,1654.24884876345,0.00436934188857586,89.99985,89.99985,26467.54,0.06324464
13.85022,S,13.85022,1.611767,0,0.474546,0,0,33.94948,57.53921,0,45.0312,79.66635,7.628889,-86.58201391321,-86.5820139130903,-0.00014396789860089,1653.38302864944,1653.38302864367,0.00436790220962203,89.99985,89.99985,26484.08,0.06328832
13.86022,S,13.86022,1.611033,0,0.4746272,0,0,33.94948,57.45242,0,45.0312,79.66856,7.629375,-86.4997694356889,-86.4997694355694,-0.000143778704750886,1652.51803097442,1652.51803096865,0.00436646442260666,89.99985,89.99985,26500.6,0.063332
13.87022,S,13.87022,1.610299,0,0.4747086,0,0,33.94948,57.36583,0,45.0312,79.67077,7.629862,-86.41770873916,-86.4177087390407,-0.00014358989933092,1651.65385390635,1651.65385390058,0.00436502852364545,89.99985,89.99985,26517.12,0.06337566
13.88022,S,13.88022,1.609567,0,0.4747899,0,0,33.94948,57.27939,0,45.0312,79.67297,7.630347,-86.3357950674249,-86.3357950673058,-0.000143401414128887,1650.79049597497,1650.7904959692,0.00436359450953621,89.99985,89.99985,26533.62,0.0634193
13.89022,S,13.89022,1.608834,0,0.4748716,0,0,33.94948,57.19318,0,45.0312,79.67519,7.630835,-86.2540999460587,-86.2540999459398,-0.000143213504940178,1649.92795499479,1649.92795498902,0.00436216237451882,89.99985,89.99985,26550.12,0.06346294
13.90022,S,13.90022,1.608103,0,0.4749533,0,0,33.94948,57.10713,0,45.0312,79.67739,7.63132,-86.1725458890217,-86.172545888903,-0.000143025798493001,1649.06622955516,1649.06622954939,0.00436073211656586,89.99985,89.99985,26566.62,0.06350655
13.91022,S,13.91022,1.607372,0,0.475035,0,0,33.94948,57.02122,0,45.0312,79.6796,7.631806,-86.0911438238323,-86.0911438237138,-0.000142838499423668,1648.20531813616,1648.2053181304,0.00435930373160355,89.99985,89.99985,26583.1,0.06355015
13.92022,S,13.92022,1.606642,0,0.475117,0,0,33.94948,56.93555,0,45.0312,79.68179,7.63229,-86.0099563353689,-86.0099563352506,-0.000142651651312135,1647.34521859203,1647.34521858627,0.00435787721512231,89.99985,89.99985,26599.57,0.06359374
13.93022,S,13.93022,1.605912,0,0.475199,0,0,33.94948,56.85003,0,45.0312,79.684,7.632776,-85.9289069310022,-85.9289069308841,-0.000142465148050684,1646.48592954193,1646.48592953617,0.00435645256367365,89.99985,89.99985,26616.04,0.06363731
13.94022,S,13.94022,1.605183,0,0.4752811,0,0,33.94948,56.76469,0,45.0312,79.68619,7.633258,-85.8480303801093,-85.8480303799914,-0.000142279010481903,1645.62744925732,1645.62744925156,0.00435502977360063,89.99985,89.99985,26632.49,0.06368086
13.95022,S,13.95022,1.604455,0,0.4753633,0,0,33.94948,56.67953,0,45.0312,79.68838,7.63374,-85.7673296629224,-85.7673296628047,-0.000142093312502237,1644.76977597986,1644.7697759741,0.00435360884050737,89.99985,89.99985,26648.94,0.06372441
13.96022,S,13.96022,1.603727,0,0.4754456,0,0,33.94948,56.59454,0,45.0312,79.69057,7.634224,-85.6867908716908,-85.6867908715733,-0.000141908002952609,1643.9129080903,1643.91290808454,0.00435218976050956,89.99985,89.99985,26665.38,0.06376793
13.97022,S,13.97022,1.603,0,0.4755281,0,0,33.94948,56.50974,0,45.0312,79.69276,7.634706,-85.6064249339329,-85.6064249338156,-0.000141722996567888,1643.0568438601,1643.05684385434,0.00435077253057556,89.99985,89.99985,26681.81,0.06381144
13.98022,S,13.98022,1.602274,0,0.4756106,0,0,33.94948,56.42509,0,45.0312,79.69495,7.635189,-85.5262099946117,-85.5262099944946,-0.000141538399455792,1642.20158177927,1642.20158177351,0.00434935714661264,89.99985,89.99985,26698.23,0.06385495
13.99022,S,13.99022,1.601548,0,0.4756933,0,0,33.94948,56.34065,0,45.0312,79.69714,7.635671,-85.4461788362828,-85.4461788361659,-0.000141354219195444,1641.34712001001,1641.34712000425,0.00434794360445228,89.99985,89.99985,26714.64,0.06389844
14.00023,S,14.00023,1.600822,0,0.475776,0,0,33.94948,56.25638,0,45.0312,79.69933,7.636154,-85.3663304655352,-85.3663304654185,-0.000141170414101668,1640.49345672444,1640.49345671868,0.00434653190034282,89.99985,89.99985,26731.05,0.06394191
14.01023,S,14.01023,1.600098,0,0.4758589,0,0,33.94948,56.17225,0,45.0312,79.70152,7.636634,-85.2865943502045,-85.286594350088,-0.000140986904593678,1639.6405908,1639.64059079424,0.0043451220313284,89.99985,89.99985,26747.45,0.06398537
14.02023,S,14.02023,1.599374,0,0.4759419,0,0,33.94948,56.08832,0,45.0312,79.7037,7.637115,-85.2070569170276,-85.2070569169112,-0.000140803792989628,1638.78852024988,1638.78852024412,0.00434371399342998,89.99985,89.99985,26763.83,0.06402881
14.03023,S,14.03023,1.598651,0,0.476025,0,0,33.94948,56.00457,0,45.0312,79.70589,7.637597,-85.1277022714319,-85.1277022713158,-0.00014062111150079,1637.93724324619,1637.93724324043,0.0043423077823464,89.99985,89.99985,26780.21,0.06407224
14.04023,S,14.04023,1.597928,0,0.4761082,0,0,33.94948,55.92099,0,45.0312,79.70806,7.638076,-85.0484767692362,-85.0484767691202,-0.000140438763493351,1637.08675849751,1637.08675849175,0.00434090339474286,89.99985,89.99985,26796.58,0.06411566
14.05023,S,14.05023,1.597206,0,0.4761915,0,0,33.94948,55.83757,0,45.0312,79.71024,7.638556,-84.9694400150865,-84.9694400149707,-0.000140256798231607,1636.23706411634,1636.23706411059,0.00433950082679189,89.99985,89.99985,26812.95,0.06415906
14.06023,S,14.06023,1.596485,0,0.4762749,0,0,33.94948,55.75431,0,45.0312,79.71242,7.639036,-84.8905343911582,-84.8905343910426,-0.000140075117186964,1635.3881587914,1635.38815878565,0.00433810007565133,89.99985,89.99985,26829.3,0.06420244
14.07023,S,14.07023,1.595764,0,0.4763584,0,0,33.94948,55.67125,0,45.0312,79.7146,7.639516,-84.8118155284544,-84.811815528339,-0.000139893921206173,1634.54004065507,1634.54004064932,0.00433670113647054,89.99985,89.99985,26845.65,0.06424582
14.08023,S,14.08023,1.595044,0,0.4764421,0,0,33.94948,55.58834,0,45.0312,79.71677,7.639993,-84.7332516378304,-84.7332516377152,-0.000139713098497173,1633.69270815763,1633.69270815188,0.0043353040055168,89.99985,89.99985,26861.98,0.06428918
14.09023,S,14.09023,1.594324,0,0.4765258,0,0,33.94948,55.50563,0,45.0312,79.71893,7.640471,-84.654861594091,-84.654861593976,-0.000139532597900888,1632.84615956061,1632.84615955486,0.00433390867956898,89.99985,89.99985,26878.31,0.06433253
14.10023,S,14.10023,1.593606,0,0.4766095,0,0,33.94948,55.42306,0,45.0312,79.72111,7.64095,-84.5766116212699,-84.5766116211551,-0.000139352396679949,1632.0003934633,1632.00039345755,0.00433251515563333,89.99985,89.99985,26894.63,0.06437586
14.11023,S,14.11023,1.592887,0,0.4766936,0,0,33.94948,55.34068,0,45.0312,79.72327,7.641427,-84.4985464228517,-84.4985464227371,-0.000139172699470669,1631.15540801796,1631.15540801221,0.00433112342866973,89.99985,89.99985,26910.95,0.06441918
14.12023,S,14.12023,1.59217,0,0.4767775,0,0,33.94948,55.25843,0,45.0312,79.72543,7.641902,-84.4205875193858,-84.4205875192714,-0.000138993201213359,1630.31120216164,1630.31120215589,0.00432973349668866,89.99985,89.99985,26927.25,0.06446248
14.13023,S,14.13023,1.591452,0,0.4768617,0,0,33.94948,55.17639,0,45.0312,79.72761,7.642381,-84.3428372321812,-84.342837232067,-0.000138814203178146,1629.46777380817,1629.46777380242,0.00432834535468791,89.99985,89.99985,26943.54,0.06450577
14.14023,S,14.14023,1.590736,0,0.476946,0,0,33.94948,55.09452,0,45.0312,79.72977,7.642857,-84.2652538379858,-84.2652538378718,-0.000138635513992182,1628.62512128863,1628.62512128288,0.00432695899957898,89.99985,89.99985,26959.83,0.06454904
14.15023,S,14.15023,1.59002,0,0.4770303,0,0,33.94948,55.01279,0,45.0312,79.73193,7.643334,-84.1877946201364,-84.1877946200226,-0.000138457179130204,1627.78324336125,1627.7832433555,0.00432557442781863,89.99985,89.99985,26976.11,0.06459231
14.16023,S,14.16023,1.589305,0,0.4771147,0,0,33.94948,54.93123,0,45.0312,79.73409,7.64381,-84.1105092491715,-84.1105092490578,-0.000138279175854843,1626.94213828756,1626.94213828181,0.00432419163609099,89.99985,89.99985,26992.38,0.06463556
14.17023,S,14.17023,1.58859,0,0.4771994,0,0,33.94948,54.84986,0,45.0312,79.73624,7.644284,-84.0333957382695,-84.033395738156,-0.000138101602694695,1626.10180434896,1626.10180434321,0.00432281062009491,89.99985,89.99985,27008.64,0.0646788
14.18023,S,14.18023,1.587876,0,0.477284,0,0,33.94948,54.76863,0,45.0312,79.7384,7.644759,-83.9564183246428,-83.9564183245295,-0.000137924302382963,1625.26224018448,1625.26224017873,0.00432143137710191,89.99985,89.99985,27024.89,0.06472202
14.19023,S,14.19023,1.587163,0,0.4773687,0,0,33.94948,54.68758,0,45.0312,79.74055,7.645233,-83.8795988633283,-83.8795988632152,-0.000137747399975172,1624.42344421459,1624.42344420885,0.00432005390313295,89.99985,89.99985,27041.13,0.06476522
14.20023,S,14.20023,1.58645,0,0.4774536,0,0,33.94948,54.60672,0,45.0312,79.74271,7.645707,-83.8029691434706,-83.8029691433577,-0.000137570899260884,1623.58541454189,1623.58541453615,0.00431867819417109,89.99985,89.99985,27057.37,0.06480841
14.21023,S,14.21023,1.585738,0,0.4775386,0,0,33.94948,54.52597,0,45.0312,79.74487,7.646183,-83.7264506856189,-83.7264506855062,-0.000137394697921941,1622.74815005375,1622.74815004801,0.00431730424722258,89.99985,89.99985,27073.6,0.0648516
14.22023,S,14.22023,1.585027,0,0.4776236,0,0,33.94948,54.4454,0,45.0312,79.74702,7.646657,-83.6500911734902,-83.6500911733777,-0.000137218799747906,1621.91164916071,1621.91164915497,0.00431593205925577,89.99985,89.99985,27089.82,0.06489477
14.23023,S,14.23023,1.584316,0,0.4777088,0,0,33.94948,54.36502,0,45.0312,79.74916,7.647129,-83.5739164357644,-83.5739164356521,-0.000137043352531671,1621.07591001503,1621.07591000929,0.00431456162576108,89.99985,89.99985,27106.03,0.06493792
14.24023,S,14.24023,1.583605,0,0.4777941,0,0,33.94948,54.28479,0,45.0312,79.7513,7.647601,-83.4978787887248,-83.4978787886126,-0.000136868217954246,1620.24093124581,1620.24093124007,0.00431319294361213,89.99985,89.99985,27122.23,0.06498106
14.25023,S,14.25023,1.582896,0,0.4778794,0,0,33.94948,54.20472,0,45.0312,79.75345,7.648073,-83.4219901533003,-83.4219901531883,-0.000136693414963439,1619.40671136292,1619.40671135718,0.00431182600949305,89.99985,89.99985,27138.42,0.06502418
14.26023,S,14.26023,1.582186,0,0.4779649,0,0,33.94948,54.12483,0,45.0312,79.75559,7.648545,-83.346285298868,-83.3462852987562,-0.000136519019350476,1618.57324852856,1618.57324852282,0.00431046081933006,89.99985,89.99985,27154.61,0.06506729
14.27023,S,14.27023,1.581478,0,0.4780504,0,0,33.94948,54.04506,0,45.0312,79.75774,7.649018,-83.2706827657448,-83.2706827656332,-0.000136344851111193,1617.74054171952,1617.74054171378,0.00430909737084942,89.99985,89.99985,27170.79,0.06511039
14.28023,S,14.28023,1.58077,0,0.4781361,0,0,33.94948,53.96547,0,45.0312,79.75988,7.64949,-83.1952679872569,-83.1952679871455,-0.000136171120566246,1616.90858905824,1616.9085890525,0.00430773565967419,89.99985,89.99985,27186.96,0.06515347
14.29023,S,14.29023,1.580063,0,0.4782219,0,0,33.94948,53.88605,0,45.0312,79.76201,7.649959,-83.1199982467413,-83.11999824663,-0.000135997715923574,1616.07738909435,1616.07738908861,0.00430637568254535,89.99985,89.99985,27203.12,0.06519654
14.30023,S,14.30023,1.579356,0,0.4783078,0,0,33.94948,53.80679,0,45.0312,79.76415,7.650431,-83.0448775178409,-83.0448775177298,-0.000135824659920545,1615.24694033773,1615.24694033199,0.0043050174359765,89.99985,89.99985,27219.27,0.0652396
14.31023,S,14.31023,1.57865,0,0.4783938,0,0,33.94948,53.72769,0,45.0312,79.76629,7.650901,-82.9699097741987,-82.9699097740878,-0.000135651950662379,1614.41724125853,1614.41724125279,0.0043036609165002,89.99985,89.99985,27235.41,0.06528264
14.32023,S,14.32023,1.577944,0,0.4784798,0,0,33.94948,53.64875,0,45.0312,79.76842,7.651372,-82.8951019696903,-82.8951019695796,-0.000135479595728199,1613.58829025736,1613.58829025162,0.0043023061205732,89.99985,89.99985,27251.55,0.06532567
14.33023,S,14.33023,1.577239,0,0.478566,0,0,33.94948,53.56996,0,45.0312,79.77055,7.651841,-82.820431255868,-82.8204312557575,-0.000135307521221558,1612.7600859633,1612.76008595757,0.00430095304539123,89.99985,89.99985,27267.68,0.06536869
14.34023,S,14.34023,1.576535,0,0.4786522,0,0,33.94948,53.49133,0,45.0312,79.77267,7.652308,-82.7459105470718,-82.7459105469614,-0.000135135797249341,1611.93262687633,1611.9326268706,0.00429960168744894,89.99985,89.99985,27283.8,0.06541169
14.35023,S,14.35023,1.575831,0,0.4787386,0,0,33.94948,53.41286,0,45.0312,79.77481,7.652779,-82.6715358696584,-82.6715358695483,-0.000134964499602775,1611.10591153611,1611.10591153038,0.00429825204248308,89.99985,89.99985,27299.91,0.06545468
14.36023,S,14.36023,1.575128,0,0.478825,0,0,33.94948,53.33455,0,45.0312,79.77693,7.653246,-82.5973191445573,-82.5973191444473,-0.000134793469120284,1610.27993836313,1610.2799383574,0.00429690410782201,89.99985,89.99985,27316.01,0.06549766
14.37023,S,14.37023,1.574425,0,0.4789116,0,0,33.94948,53.25639,0,45.0312,79.77906,7.653715,-82.523253417893,-82.5232534177832,-0.00013462279675134,1609.4547058474,1609.45470584167,0.00429555787988459,89.99985,89.99985,27332.11,0.06554062
14.38023,S,14.38023,1.573723,0,0.4789982,0,0,33.94948,53.17838,0,45.0312,79.78119,7.654183,-82.449327762147,-82.4493277620374,-0.000134452402915154,1608.63021258821,1608.63021258248,0.00429421335588549,89.99985,89.99985,27348.19,0.06558356
14.39023,S,14.39023,1.573021,0,0.479085,0,0,33.94948,53.10056,0,45.0312,79.78331,7.654651,-82.3755689994102,-82.3755689993007,-0.000134282496037601,1607.80645691663,1607.8064569109,0.00429287053095513,89.99985,89.99985,27364.27,0.0656265
14.40023,S,14.40023,1.57232,0,0.4791719,0,0,33.94948,53.02288,0,45.0312,79.78543,7.655118,-82.3019562680563,-82.301956267947,-0.000134112797585921,1606.98343737235,1606.98343736662,0.00429152940300925,89.99985,89.99985,27380.34,0.06566942
14.41023,S,14.41023,1.57162,0,0.4792589,0,0,33.94948,52.94534,0,45.0312,79.78755,7.655585,-82.2284667196376,-82.2284667195285,-0.000133943445879105,1606.16115272353,1606.1611527178,0.0042901899685804,89.99985,89.99985,27396.4,0.06571233
14.42023,S,14.42023,1.57092,0,0.4793459,0,0,33.94948,52.86797,0,45.0312,79.78967,7.65605,-82.1551450576389,-82.15514505753,-0.000133774454180615,1605.33960129132,1605.33960128559,0.0042888522240685,89.99985,89.99985,27412.46,0.06575523
14.43023,S,14.43023,1.570221,0,0.479433,0,0,33.94948,52.79074,0,45.0312,79.79179,7.656518,-82.0819465785754,-82.0819465784667,-0.000133605720172297,1604.51878184388,1604.51878183815,0.00428751616689664,89.99985,89.99985,27428.5,0.06579811
14.44024,S,14.44024,1.569523,0,0.4795202,0,0,33.94948,52.71368,0,45.0312,79.7939,7.656983,-82.0089159859318,-82.0089159858233,-0.000133437397331385,1603.69869270235,1603.69869269662,0.00428618179295315,89.99985,89.99985,27444.54,0.06584098
14.45024,S,14.45024,1.568825,0,0.4796075,0,0,33.94948,52.63676,0,45.0312,79.79601,7.657449,-81.936006589402,-81.9360065892936,-0.000133269398497968,1602.87933265477,1602.87933264904,0.00428484909899796,89.99985,89.99985,27460.57,0.06588384
14.46024,S,14.46024,1.568127,0,0.479695,0,0,33.94948,52.55999,0,45.0312,79.79812,7.657912,-81.8632551451844,-81.8632551450762,-0.000133101663039063,1602.06070012162,1602.06070011589,0.00428351808239732,89.99985,89.99985,27476.59,0.06592668
14.47024,S,14.47024,1.56743,0,0.4797825,0,0,33.94948,52.48339,0,45.0312,79.80023,7.658378,-81.7906626466896,-81.7906626465816,-0.000132934352011029,1601.24279351344,1601.24279350771,0.00428218873890692,89.99985,89.99985,27492.6,0.0659695
14.48024,S,14.48024,1.566734,0,0.4798701,0,0,33.94948,52.40694,0,45.0312,79.80235,7.658844,-81.7182082322918,-81.7182082321839,-0.000132767310041851,1600.42561144938,1600.42561144365,0.00428086106583618,89.99985,89.99985,27508.6,0.06601232
14.49024,S,14.49024,1.566038,0,0.4799578,0,0,33.94948,52.33065,0,45.0312,79.80445,7.659307,-81.6458998492769,-81.6458998491692,-0.000132600616712315,1599.60915246913,1599.60915246341,0.0042795350596987,89.99985,89.99985,27524.6,0.06605513
14.50024,S,14.50024,1.565343,0,0.4800456,0,0,33.94948,52.25449,0,45.0312,79.80656,7.659771,-81.5737166360188,-81.5737166359113,-0.000132434213284223,1598.793415321,1598.79341531528,0.00427821071759546,89.99985,89.99985,27540.59,0.06609792
14.51024,S,14.51024,1.564649,0,0.4801334,0,0,33.94948,52.17847,0,45.0312,79.80866,7.660235,-81.5016854146083,-81.501685414501,-0.000132268116810599,1597.97839848507,1597.97839847935,0.00427688803645692,89.99985,89.99985,27556.57,0.06614069
14.52024,S,14.52024,1.563955,0,0.4802214,0,0,33.94948,52.10262,0,45.0312,79.81076,7.660697,-81.4297922772946,-81.4297922771874,-0.000132102403082671,1597.1641005805,1597.16410057478,0.00427556701245562,89.99985,89.99985,27572.54,0.06618345
14.53024,S,14.53024,1.563261,0,0.4803096,0,0,33.94948,52.02694,0,45.0312,79.81287,7.661161,-81.3580680198116,-81.3580680197046,-0.000131937022836141,1596.35051991849,1596.35051991277,0.00427424764225675,89.99985,89.99985,27588.5,0.0662262
14.54024,S,14.54024,1.562568,0,0.4803977,0,0,33.94948,51.95139,0,45.0312,79.81496,7.661623,-81.2864629716207,-81.2864629715139,-0.000131771919227588,1595.53765530694,1595.53765530122,0.00427292992309393,89.99985,89.99985,27604.46,0.06626894
14.55024,S,14.55024,1.561876,0,0.4804859,0,0,33.94948,51.87597,0,45.0312,79.81705,7.662083,-81.2149811063651,-81.2149811062585,-0.000131607118783944,1594.72550551403,1594.72550550831,0.00427161385193551,89.99985,89.99985,27620.4,0.06631166
14.56024,S,14.56024,1.561184,0,0.4805744,0,0,33.94948,51.80074,0,45.0312,79.81916,7.662547,-81.1436840155124,-81.143684015406,-0.00013144271813902,1593.91406869201,1593.91406868629,0.0042702994247835,89.99985,89.99985,27636.34,0.06635436
14.57024,S,14.57024,1.560493,0,0.4806628,0,0,33.94948,51.72563,0,45.0312,79.82126,7.663009,-81.0724922262014,-81.0724922260951,-0.000131278601711198,1593.10334378787,1593.10334378215,0.00426898663879573,89.99985,89.99985,27652.28,0.06639706
14.58024,S,14.58024,1.559802,0,0.4807514,0,0,33.94948,51.65067,0,45.0312,79.82335,7.66347,-81.0014544155593,-81.0014544154532,-0.000131114720236178,1592.29332926182,1592.2933292561,0.00426767549162267,89.99985,89.99985,27668.2,0.06643975
14.59024,S,14.59024,1.559112,0,0.48084,0,0,33.94948,51.57586,0,45.0312,79.82544,7.66393,-80.9305566758356,-80.9305566757297,-0.00013095126508681,1591.48402371315,1591.48402370743,0.00426636597900107,89.99985,89.99985,27684.11,0.06648242
14.60024,S,14.60024,1.558423,0,0.4809287,0,0,33.94948,51.50121,0,45.0312,79.82753,7.664391,-80.859796026798,-80.8597960266922,-0.000130788103628446,1590.67542577096,1590.67542576524,0.00426505809799402,89.99985,89.99985,27700.02,0.06652507
14.61024,S,14.61024,1.557734,0,0.4810175,0,0,33.94948,51.42667,0,45.0312,79.82962,7.664851,-80.7891675013925,-80.7891675012869,-0.00013062519417591,1589.867534114,1589.86753410828,0.00426375184608146,89.99985,89.99985,27715.92,0.06656772
14.62024,S,14.62024,1.557045,0,0.4811065,0,0,33.94948,51.35231,0,45.0312,79.83172,7.665313,-80.7186860007808,-80.7186860006754,-0.000130462606836089,1589.06034727204,1589.06034726632,0.00426244722004226,89.99985,89.99985,27731.81,0.06661035
14.63024,S,14.63024,1.556357,0,0.4811955,0,0,33.94948,51.2781,0,45.0312,79.8338,7.665772,-80.6483535117844,-80.6483535116791,-0.000130300398452403,1588.25386375495,1588.25386374923,0.00426114421608686,89.99985,89.99985,27747.69,0.06665297
14.64024,S,14.64024,1.55567,0,0.4812846,0,0,33.94948,51.20403,0,45.0312,79.83588,7.666231,-80.5781561266525,-80.5781561265474,-0.000130138506497088,1587.4480822117,1587.44808220598,0.00425984283105098,89.99985,89.99985,27763.57,0.06669557
14.65024,S,14.65024,1.554983,0,0.4813738,0,0,33.94948,51.13008,0,45.0312,79.83797,7.666689,-80.5080700035266,-80.5080700034217,-0.000129976866547602,1586.64300152966,1586.64300152394,0.00425854306241456,89.99985,89.99985,27779.43,0.06673817
14.66024,S,14.66024,1.554297,0,0.481463,0,0,33.94948,51.0563,0,45.0312,79.84004,7.667147,-80.4381408393022,-80.4381408391974,-0.000129815605554251,1585.83862013924,1585.83862013353,0.00425724490638803,89.99985,89.99985,27795.29,0.06678075
14.67024,S,14.67024,1.553611,0,0.4815525,0,0,33.94948,50.98267,0,45.0312,79.84213,7.667607,-80.3683577064607,-80.3683577063561,-0.000129654602251071,1585.03493658014,1585.03493657443,0.0042559483603945,89.99985,89.99985,27811.14,0.06682331
14.68024,S,14.68024,1.552926,0,0.4816419,0,0,33.94948,50.90916,0,45.0312,79.84421,7.668064,-80.2986848422145,-80.2986848421101,-0.000129493902112798,1584.23194974967,1584.23194974396,0.00425465342140232,89.99985,89.99985,27826.98,0.06686586
14.69024,S,14.69024,1.552242,0,0.4817313,0,0,33.94948,50.8358,0,45.0312,79.84628,7.668521,-80.2291629764052,-80.2291629763009,-0.000129333493770749,1583.42965813784,1583.42965813213,0.00425336008649352,89.99985,89.99985,27842.82,0.0669084
14.70024,S,14.70024,1.551558,0,0.481821,0,0,33.94948,50.7626,0,45.0312,79.84836,7.668978,-80.1597772078711,-80.159777207767,-0.000129173413225756,1582.62806038368,1582.62806037797,0.00425206835239014,89.99985,89.99985,27858.64,0.06695093
14.71024,S,14.71024,1.550874,0,0.4819107,0,0,33.94948,50.68954,0,45.0312,79.85044,7.669437,-80.090532503666,-80.0905325035621,-0.000129013702162993,1581.82715507655,1581.82715507084,0.00425077821539735,89.99985,89.99985,27874.46,0.06699345
14.72024,S,14.72024,1.550191,0,0.4820006,0,0,33.94948,50.6166,0,45.0312,79.85252,7.669894,-80.0214070087534,-80.0214070086496,-0.00012885421468435,1581.02694102435,1581.02694101864,0.00424948967327931,89.99985,89.99985,27890.27,0.06703594
14.73024,S,14.73024,1.549509,0,0.4820904,0,0,33.94948,50.54382,0,45.0312,79.85458,7.67035,-79.9524225781697,-79.9524225780661,-0.00012869501900193,1580.22741681644,1580.22741681073,0.00424820272311806,89.99985,89.99985,27906.07,0.06707843
14.74024,S,14.74024,1.548827,0,0.4821805,0,0,33.94948,50.47118,0,45.0312,79.85665,7.670805,-79.8835871592013,-79.8835871590979,-0.000128536213644328,1579.4285809627,1579.42858095699,0.00424691736101035,89.99985,89.99985,27921.87,0.06712091
14.75024,S,14.75024,1.548146,0,0.4822705,0,0,33.94948,50.39867,0,45.0312,79.85873,7.671262,-79.8148550549528,-79.8148550548496,-0.000128377645134311,1578.63043242999,1578.63043242428,0.0042456335845877,89.99985,89.99985,27937.66,0.06716337
14.76024,S,14.76024,1.547465,0,0.4823607,0,0,33.94948,50.32631,0,45.0312,79.86079,7.671718,-79.7462789161951,-79.746278916092,-0.000128219396842226,1577.83296965865,1577.83296965294,0.00424435139064794,89.99985,89.99985,27953.44,0.06720582
14.77024,S,14.77024,1.546785,0,0.482451,0,0,33.94948,50.25408,0,45.0312,79.86286,7.672173,-79.6778199999079,-79.677819999805,-0.000128061410029875,1577.03619147646,1577.03619147075,0.00424307077657626,89.99985,89.99985,27969.21,0.06724826
14.78024,S,14.78024,1.546105,0,0.4825413,0,0,33.94948,50.18199,0,45.0312,79.86492,7.672626,-79.6094942006638,-79.6094942005611,-0.00012790378322585,1576.24009655225,1576.24009654654,0.00424179173877259,89.99985,89.99985,27984.97,0.06729069
14.79024,S,14.79024,1.545426,0,0.4826317,0,0,33.94948,50.11007,0,45.0312,79.86699,7.673082,-79.5413273471426,-79.54132734704,-0.000127746417901559,1575.44468329656,1575.44468329085,0.00424051427462213,89.99985,89.99985,28000.72,0.06733309
14.80024,S,14.80024,1.544747,0,0.4827223,0,0,33.94948,50.03828,0,45.0312,79.86905,7.673536,-79.4732886436106,-79.4732886435082,-0.00012758939932213,1574.64995042789,1574.64995042218,0.00423923838065743,89.99985,89.99985,28016.47,0.0673755
14.81024,S,14.81024,1.544069,0,0.4828129,0,0,33.94948,49.96659,0,45.0312,79.87112,7.673991,-79.4053542482092,-79.405354248107,-0.000127432647906776,1573.85589690316,1573.85589689745,0.00423796405420685,89.99985,89.99985,28032.21,0.06741788
14.82024,S,14.82024,1.543392,0,0.4829035,0,0,33.94948,49.89507,0,45.0312,79.87317,7.674443,-79.3375539632616,-79.3375539631595,-0.000127276201551109,1573.06252138126,1573.06252137555,0.00423669129221979,89.99985,89.99985,28047.94,0.06746025
14.83024,S,14.83024,1.542715,0,0.4829943,0,0,33.94948,49.82368,0,45.0312,79.87524,7.674899,-79.2699056701615,-79.2699056700596,-0.000127119995832588,1572.26982234228,1572.26982233657,0.00423542009228988,89.99985,89.99985,28063.66,0.06750262
14.84024,S,14.84024,1.542038,0,0.4830852,0,0,33.94948,49.75244,0,45.0312,79.87729,7.675351,-79.2023736061214,-79.2023736060196,-0.00012696419370235,1571.47779862391,1571.47779861821,0.00423415045038124,89.99985,89.99985,28079.37,0.06754497
