Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.6364522,0,234.0192,58.8,0,0,58.77822,79.43559,4.550082,95.8758778624418,95.8758778621813,0.000223489191967183,0.958758800002605,0.9587588,0.000002234892,89.9999,89.9999,0.004793794,0.00000001117446
0.02,S,0.02,0.010,0,0.6364522,0,456.5695,58.79416,0.00006560918,0,58.75644,79.43559,4.554879,217.675074374884,217.675074374447,0.000436068883591989,3.13550900000694,3.135509,0.000006595581,89.9999,89.9999,0.02526513,0.00000005532683
0.03,S,0.03,0.010,0,0.6364523,0,679.1199,58.77662,0.0007017163,0,58.73466,79.43559,4.559677,339.572168008024,339.572168007404,0.000648819440048561,6.5312310000131,6.531231,0.00001308378,89.9999,89.9999,0.07359883,0.0000001537236
0.04,S,0.04,0.010,0,0.6364526,0,901.6703,58.74739,0.003044634,0,58.71288,79.43559,4.564474,461.639311209131,461.639311208326,0.000861866791071956,11.1476200000211,11.14762,0.00002170245,89.9999,89.9999,0.1619931,0.0000003276548
0.05,S,0.05,0.010,0,0.6364528,0,990.2477,58.70647,0.00886969,0,58.6911,79.43559,4.569271,510.525042965779,510.5250429649,0.000947188486229601,16.2528700000299,16.25287,0.00003117434,89.9999,89.9999,0.2989956,0.0000005920388
0.05999999,S,0.05999999,0.01435168,0,0.5933024,0,1011,58.65737,0.01757569,0,58.66932,79.43559,4.574068,522.357550937685,522.357550936788,0.000967840106444337,21.4764500000389,21.47645,0.00004085274,89.9999,89.9999,0.4876422,0.0000009521741
0.06999999,S,0.06999999,0.01896423,0,0.5631126,0,1014.797,58.60505,0.02912688,0,58.64754,79.43559,4.578865,524.930638453678,524.930638452778,0.000972330991871175,26.7257600000479,26.72576,0.00005057605,89.9999,89.9999,0.7286532,0.000001409318
0.07999999,S,0.07999999,0.02359952,0,0.5411197,0,1018.594,58.55244,0.04334352,0,58.62577,79.43559,4.583663,527.509779551338,527.509779550433,0.000976832444303875,32.0008600000569,32.00086,0.00006034438,89.9999,89.9999,1.022286,0.00000196392
0.08999999,S,0.08999999,0.0282576,0,0.5240337,0,1022.391,58.49963,0.0601796,0,58.60398,79.43559,4.588459,530.093997644504,530.093997643596,0.000981342755102771,37.301800000066,37.3018,0.00007015781,89.9999,89.9999,1.3688,0.000002616431
0.09999999,S,0.09999999,0.03293851,0,0.5101818,0,1026.188,58.44662,0.07960622,0,58.58221,79.43559,4.593256,532.683527568334,532.683527567422,0.000985862337870085,42.6286400000751,42.62864,0.00008001643,89.9999,89.9999,1.768452,0.000003367302
0.11,S,0.11,0.0376423,0,0.4986054,0,1024.419,58.39341,0.1016055,0,58.56043,79.43559,4.598054,532.211358635606,532.211358634694,0.000985038245550584,47.9507500000842,47.95075,0.00008986681,89.9999,89.9999,2.221349,0.000004216718
0.12,S,0.12,0.04234194,0,0.488761,0,1022.032,58.34013,0.1260198,0,58.53865,79.43559,4.602851,531.396720079909,531.396720078999,0.000983616435045197,53.2647200000933,53.26472,0.00009970297,89.9999,89.9999,2.727426,0.000005164567
0.13,S,0.13,0.04703442,0,0.4802392,0,1019.644,58.28698,0.1527853,0,58.51687,79.43559,4.607648,530.57814220581,530.578142204901,0.000982187744801367,58.5705000001024,58.5705,0.0001095248,89.9999,89.9999,3.286602,0.000006210706
0.14,S,0.14,0.05171968,0,0.4727532,0,1017.257,58.23395,0.1818569,0,58.49509,79.43559,4.612445,529.755677401824,529.755677400916,0.000980752273619384,63.8680600001115,63.86806,0.0001193323,89.9999,89.9999,3.898795,0.000007354992
0.15,S,0.15,0.05639772,0,0.466098,0,1014.87,58.18105,0.2131936,0,58.47331,79.43559,4.617243,528.929307900784,528.929307899877,0.000979309986796157,69.1573600001206,69.15736,0.0001291254,89.9999,89.9999,4.563922,0.000008597281
0.16,S,0.16,0.06106849,0,0.4601222,0,1012.484,58.12827,0.2467579,0,58.45153,79.43559,4.62204,528.10074079366,528.100740792619,0.00104845604173551,74.4383672900174,74.4383672898865,0.000139609960183007,89.99989,89.99989,5.308306,0.000009940957
0.17,S,0.17,0.06573198,0,0.4547114,0,1010.097,58.07562,0.2825146,0,58.42975,79.43559,4.626837,527.26606911872,527.266069117672,0.00105143046843291,79.7110278633515,79.7110278632101,0.000150124264632323,89.99989,89.99989,6.105416,0.00001138963
0.18,S,0.18,0.07038813,0,0.4497769,0,1007.711,58.02309,0.3204314,0,58.40797,79.43559,4.631634,526.427535062712,526.427535061657,0.00105410232139452,84.9753030963129,84.975303096161,0.000160665287610658,89.99989,89.99989,6.955169,0.00001294358
0.19,S,0.19,0.07503692,0,0.4452488,0,1005.324,57.9707,0.3604775,0,58.3862,79.43559,4.636431,525.585138625636,525.585138624574,0.00105650632816047,90.2311543650918,90.2311543649293,0.000171230350656115,89.99989,89.99989,7.85748,0.00001460305
0.2,S,0.2,0.07967831,0,0.4410712,0,1004.977,57.91842,0.4026244,0,58.36441,79.43559,4.641229,525.871638291268,525.871638290198,0.00106082567017819,95.489870630463,95.4898706302898,0.000181838607120784,89.99989,89.99989,8.812379,0.0000163684
0.21,S,0.21,0.08432227,0,0.4371903,0,1004.63,57.86622,0.4469419,0,58.34264,79.43559,4.646026,526.156834601972,526.156834600894,0.00106495000136924,100.751438858878,100.751438858694,0.000192488106896442,89.99989,89.99989,9.819893,0.00001824003
0.22,S,0.22,0.08896881,0,0.4335703,0,1004.283,57.81403,0.493418,0,58.32086,79.43559,4.650823,526.441148763913,526.441148762828,0.00106890048264416,106.015850228849,106.015850228654,0.000203177111483966,89.99989,89.99989,10.88005,0.00002021836
0.23,S,0.23,0.09361789,0,0.4301814,0,1003.936,57.76187,0.5420414,0,58.29908,79.43559,4.65562,526.72485098482,526.724850983728,0.00107269365164865,111.283098620965,111.283098620759,0.000213904047760687,89.99989,89.99989,11.99288,0.00002230376
0.24,S,0.24,0.09826952,0,0.4269981,0,1003.59,57.70972,0.5928015,0,58.2773,79.43559,4.660417,527.00759953139,527.007599530291,0.00107634416640597,116.553174498484,116.553174498267,0.000224667489184165,89.99989,89.99989,13.15841,0.00002449662
0.25,S,0.25,0.1029237,0,0.4239993,0,1003.243,57.65759,0.6456887,0,58.25552,79.43559,4.665215,527.289648716778,527.289648715672,0.00107986347139139,121.826070867793,121.826070867565,0.000235466123656711,89.99989,89.99989,14.37668,0.00002679729
0.26,S,0.26,0.1075805,0,0.4211663,0,1002.897,57.60548,0.7006934,0,58.23374,79.43559,4.670012,527.570919068123,527.570919067011,0.0010832635264605,127.101779940553,127.101779940314,0.000246298758679188,89.99989,89.99989,15.64769,0.00002920611
0.27,S,0.27,0.1122397,0,0.4184835,0,1002.551,57.55339,0.7578081,0,58.21196,79.43559,4.674809,527.851450321856,527.851450320738,0.00108655283538894,132.380294325787,132.380294325537,0.000257164286790214,89.99989,89.99989,16.9715,0.00003172343
0.28,S,0.28,0.1169016,0,0.4159371,0,1002.204,57.50131,0.8170238,0,58.19018,79.43559,4.679606,528.131234530692,528.131234529568,0.00108974069018113,137.661606553047,137.661606552786,0.000268061693448449,89.99989,89.99989,18.34811,0.00003434956
0.29,S,0.29,0.1215659,0,0.4135151,0,1001.859,57.44926,0.8783337,0,58.1684,79.43559,4.684403,528.410224010912,528.410224009782,0.00109283380593978,142.945708675047,142.945708674775,0.000278990031263579,89.99989,89.99989,19.77757,0.00003708482
0.3,S,0.3,0.1262328,0,0.4112069,0,1001.513,57.39722,0.9417306,0,58.14663,79.43559,4.6892,528.688466446235,528.688466445099,0.00109583998916123,148.232593221339,148.232593221055,0.000289948430910252,89.99989,89.99989,21.2599,0.00003992951
0.31,S,0.31,0.1309022,0,0.4090033,0,1001.167,57.3452,1.007208,0,58.12484,79.43559,4.693997,528.965945942086,528.965945940945,0.0010987638176356,153.522252562526,153.522252562231,0.000300936068841015,89.99989,89.99989,22.79512,0.00004288393
0.32,S,0.32,0.1355741,0,0.4068961,0,1000.822,57.2932,1.074759,0,58.10307,79.43559,4.698795,529.242614814752,529.242614813605,0.00110161147592699,158.814678592378,158.814678592072,0.000311952183354056,89.99989,89.99989,24.38326,0.00004594837
0.33,S,0.33,0.1402486,0,0.4048779,0,1000.476,57.24122,1.144378,0,58.08129,79.43559,4.703592,529.518552537091,529.518552535939,0.00110438751150901,164.109863999393,164.109863999075,0.000322996058222296,89.99989,89.99989,26.02436,0.00004912311
0.3399999,S,0.3399999,0.1449255,0,0.4029421,0,1000.131,57.18925,1.216061,0,58.05951,79.43559,4.708389,529.793830634679,529.793830633522,0.00110709650217177,169.407802187321,169.407802186992,0.000334067022996558,89.99989,89.99989,27.71844,0.00005240843
0.3499999,S,0.3499999,0.149605,0,0.401083,0,999.7859,57.13731,1.2898,0,58.03773,79.43559,4.713186,530.068242478078,530.068242476916,0.00110974232842609,174.708484493623,174.708484493282,0.000345164446032772,89.99989,89.99989,29.46553,0.00005580459
0.3599999,S,0.3599999,0.154287,0,0.3992951,0,999.441,57.08538,1.36559,0,58.01595,79.43559,4.717983,530.341939065722,530.341939064556,0.00111232867372557,180.01190376574,180.011903765387,0.000356287732521403,89.99989,89.99989,31.26565,0.00005931185
0.3699999,S,0.3699999,0.1589715,0,0.3975737,0,999.0961,57.03347,1.443429,0,57.99417,79.43559,4.722781,530.614817082894,530.614817081723,0.00111485850908632,185.318051817967,185.318051817603,0.000367436317363076,89.99989,89.99989,33.11883,0.00006293047
0.3799999,S,0.3799999,0.1636584,0,0.3959146,0,998.7515,56.98158,1.52331,0,57.97239,79.43559,4.727578,530.887051369888,530.887051368712,0.00111733580596863,190.626922213004,190.626922212628,0.000378609675173018,89.99989,89.99989,35.0251,0.0000666607
0.3899999,S,0.3899999,0.1683479,0,0.3943137,0,998.9611,56.92971,1.605229,0,57.95061,79.43559,4.732375,531.471542476911,531.47154247573,0.00112038450806834,195.94163751898,195.941637518592,0.000389813520003276,89.99989,89.99989,36.98451,0.00007050281
0.3999999,S,0.3999999,0.1730426,0,0.3927666,0,999.1708,56.87784,1.689231,0,57.92883,79.43559,4.737172,532.056136898654,532.056136897468,0.00112338866008492,201.262198769043,201.262198768643,0.000401047406353028,89.99989,89.99989,38.99714,0.00007445712
0.4099999,S,0.4099999,0.1777426,0,0.3912701,0,999.3806,56.82596,1.775318,0,57.90705,79.43559,4.741969,532.640635952963,532.640635951772,0.00112635117240146,206.588605009517,206.588605009106,0.000412310917825284,89.99989,89.99989,41.06302,0.00007852391
0.4199999,S,0.4199999,0.1824478,0,0.3898213,0,999.5906,56.77407,1.863488,0,57.88527,79.43559,4.746767,533.225150901844,533.225150900648,0.00112927400043164,211.92085639935,211.920856398927,0.000423603657577188,89.99989,89.99989,43.18223,0.00008270348
0.4299999,S,0.4299999,0.1871583,0,0.3884174,0,999.8007,56.72217,1.953741,0,57.86349,79.43559,4.751564,533.80984069102,533.809840689819,0.00113215884189892,217.258954686944,217.258954686509,0.00043492524574312,89.99989,89.99989,45.35482,0.00008699613
0.4399998,S,0.4399998,0.1918741,0,0.387056,0,1000.011,56.67026,2.046076,0,57.84172,79.43559,4.756361,534.394657636774,534.394657635569,0.00113500769769169,222.602901143865,222.602901143418,0.000446275322466343,89.99989,89.99989,47.58085,0.00009140213
0.4499998,S,0.4499998,0.1965951,0,0.3857349,0,1000.221,56.61834,2.140496,0,57.81993,79.43559,4.761158,534.979530213532,534.979530212322,0.00113782234132467,227.952696326423,227.952696325964,0.000457653545625267,89.99989,89.99989,49.86037,0.00009592177
0.4599998,S,0.4599998,0.2013214,0,0.384452,0,1000.432,56.56641,2.237,0,57.79816,79.43559,4.765955,535.564450474007,535.564450472792,0.00114060397029924,233.308340711456,233.308340710984,0.000469059585073314,89.99989,89.99989,52.19346,0.0001005553
0.4699998,S,0.4699998,0.206053,0,0.3832053,0,1000.643,56.51447,2.335587,0,57.77638,79.43559,4.770752,536.149354839909,536.14935483869,0.00114335450971255,238.669834140016,238.669834139532,0.00048049312991488,89.99989,89.99989,54.58016,0.0001053031
0.4799998,S,0.4799998,0.2107898,0,0.3819929,0,1000.853,56.46251,2.436259,0,57.7546,79.43559,4.775549,536.734569149971,536.734569148747,0.00114607503580004,244.037179711546,244.03717971105,0.000491953880016713,89.99989,89.99989,57.02053,0.0001101653
0.4899998,S,0.4899998,0.215532,0,0.3808132,0,1001.064,56.41055,2.539016,0,57.73282,79.43559,4.780346,537.31966425074,537.319664249512,0.00114876703406974,249.410376233953,249.410376233445,0.000503441550100641,89.99989,89.99989,59.51463,0.0001151423
0.4999998,S,0.4999998,0.2202794,0,0.3796646,0,1001.276,56.35857,2.64386,0,57.71104,79.43559,4.785144,537.904958033663,537.904958032431,0.00115143153528235,254.789425694058,254.789425693538,0.0005149558651961,89.99989,89.99989,62.06253,0.0001202343
0.5099998,S,0.5099998,0.2250321,0,0.3785458,0,1001.487,56.30658,2.750789,0,57.68926,79.43559,4.789941,538.490251816586,538.490251815349,0.0011540696914645,260.174328091863,260.17432809133,0.00052649656185279,89.99989,89.99989,64.66427,0.0001254416
0.5199998,S,0.5199998,0.2297901,0,0.3774552,0,1001.698,56.25459,2.859807,0,57.66748,79.43559,4.794738,539.075617125085,539.075617123844,0.00115668265464286,265.565084142621,265.565084142076,0.00053806338814068,89.99989,89.99989,67.31992,0.0001307644
0.5299998,S,0.5299998,0.2345534,0,0.3763916,0,1001.91,56.20258,2.970913,0,57.6457,79.43559,4.799535,539.661046011872,539.661046010627,0.00115927133431213,270.961694482116,270.961694481559,0.000549656101224684,89.99989,89.99989,70.02953,0.000136203
0.5399998,S,0.5399998,0.239322,0,0.375354,0,1002.122,56.15056,3.084109,0,57.62392,79.43559,4.804332,540.246665633527,540.246665632278,0.00116183648838459,276.364161017697,276.364161017127,0.000561274465848839,89.99989,89.99989,72.79317,0.0001417576
0.5499998,S,0.5499998,0.2440959,0,0.374341,0,1002.333,56.09853,3.199395,0,57.60215,79.43559,4.80913,540.832245518751,540.832245517498,0.00116437948110232,281.772483352,281.772483351417,0.000572918260399603,89.99989,89.99989,75.6109,0.0001474286
0.5599998,S,0.5599998,0.2488752,0,0.3733518,0,1002.545,56.04649,3.316774,0,57.58036,79.43559,4.813927,541.417976402412,541.417976401155,0.00116690085816216,287.186662995007,287.186662994412,0.000584587268720402,89.99989,89.99989,78.48277,0.0001532161
0.5699998,S,0.5699998,0.2536597,0,0.372462,0,1002.758,55.99444,3.436954,0,57.55859,79.43559,4.818724,542.003413236486,542.003413235224,0.00116940081662129,292.606697006224,292.606697005617,0.000596281276625233,89.99989,89.99989,81.40883,0.0001591204
0.5799997,S,0.5799997,0.2584495,0,0.3716171,0,1002.97,55.94238,3.559504,0,57.53681,79.43559,4.823521,542.588611651974,542.588611650709,0.00117187999312602,298.032583001466,298.032583000846,0.000608000076294558,89.99989,89.99989,84.38915,0.0001651419
0.5899997,S,0.5899997,0.2632447,0,0.3707926,0,1003.182,55.8903,3.684217,0,57.51503,79.43559,4.828318,543.174040538762,543.174040537492,0.00117434014603282,303.464323285445,303.464323284812,0.000619743477492401,89.99989,89.99989,87.4238,0.0001712806
0.5999997,S,0.5999997,0.2680451,0,0.3699875,0,1003.395,55.83822,3.811093,0,57.49325,79.43559,4.833116,543.759437636404,543.759437635131,0.00117678198777921,308.90191754027,308.901917539624,0.000631511297107162,89.99988,89.99988,90.51282,0.0001775368
0.6099997,S,0.6099997,0.2728509,0,0.3692013,0,1003.607,55.78613,3.940139,0,57.47147,79.43559,4.837913,544.344747313899,544.344747312622,0.00117920500298485,314.345364891738,314.34536489108,0.000643303346873438,89.99988,89.99988,93.65627,0.0001839109
0.6199997,S,0.6199997,0.277662,0,0.3684331,0,1003.82,55.73402,4.071356,0,57.44969,79.43559,4.84271,544.930239778975,544.930239777694,0.00118161066199954,319.794667167727,319.794667167056,0.000655119453229323,89.99988,89.99988,96.85422,0.000190403
0.6299997,S,0.6299997,0.2824785,0,0.3676822,0,1004.033,55.68191,4.204748,0,57.42791,79.43559,4.847507,545.515724296766,545.515724295481,0.00118399963178609,325.249824288762,325.249824288078,0.000666959449282539,89.99988,89.99988,100.1067,0.0001970134
0.6399997,S,0.6399997,0.2873002,0,0.3669481,0,1004.247,55.62978,4.340315,0,57.40613,79.43559,4.852304,546.101232656415,546.101232655126,0.00118637245804132,330.710836493263,330.710836492566,0.000678823173597777,89.99988,89.99988,103.4138,0.0002037423
0.6499997,S,0.6499997,0.2921273,0,0.3662301,0,1004.46,55.57764,4.478067,0,57.38435,79.43559,4.857101,546.686820488924,546.686820487632,0.00118872955003785,336.177704575958,336.177704575248,0.000690710468832454,89.99988,89.99988,106.7756,0.00021059
0.6599997,S,0.6599997,0.2969597,0,0.3655276,0,1004.673,55.5255,4.618001,0,57.36257,79.43559,4.861898,547.272352690431,547.272352689135,0.00119107069556026,341.650427980536,341.650427979814,0.000702621175521832,89.99988,89.99988,110.1921,0.0002175567
0.6699997,S,0.6699997,0.3017974,0,0.3648401,0,1004.887,55.47334,4.760124,0,57.34079,79.43559,4.866696,547.857932575655,547.857932574355,0.00119339753169904,347.129007183837,347.129007183102,0.000714555150572077,89.99988,89.99988,113.6634,0.0002246425
0.6799996,S,0.6799996,0.3066406,0,0.3641672,0,1005.101,55.42117,4.904439,0,57.31902,79.43559,4.871493,548.443583986453,548.44358398515,0.00119570970981455,352.613442901115,352.613442900367,0.00072651224740296,89.99988,89.99988,117.1895,0.0002318479
0.6899996,S,0.6899996,0.311489,0,0.3635082,0,1005.315,55.36899,5.050946,0,57.29724,79.43559,4.87629,549.029235397253,549.029235395946,0.00119800815455975,358.10373513237,358.103735131609,0.000738492328680782,89.99988,89.99988,120.7706,0.0002391729
0.6999996,S,0.6999996,0.3163428,0,0.3628627,0,1005.529,55.3168,5.199653,0,57.27546,79.43559,4.881087,549.614958333628,549.614958332317,0.00120029283561816,363.599884592858,363.599884592084,0.000750495256768677,89.99988,89.99988,124.4066,0.0002466179
0.7099996,S,0.7099996,0.321202,0,0.3622304,0,1005.743,55.2646,5.350563,0,57.25368,79.43559,4.885884,550.200609744426,550.200609743112,0.00120256434416135,369.101890567324,369.101890566536,0.000762520899941496,89.99988,89.99988,128.0976,0.0002541829
0.7199996,S,0.7199996,0.3260665,0,0.3616106,0,1005.957,55.21239,5.503675,0,57.2319,79.43559,4.890682,550.786316786228,550.78631678491,0.00120482315009491,374.609753612076,374.609753611275,0.000774569131173146,89.99988,89.99988,131.8437,0.0002618684
0.7299996,S,0.7299996,0.3309364,0,0.3610031,0,1006.172,55.16016,5.659,0,57.21012,79.43559,4.895479,551.372166879181,551.37216687786,0.00120706935952658,380.123475157626,380.123475156812,0.000786639824498611,89.99988,89.99988,135.6449,0.0002696744
0.7399996,S,0.7399996,0.3358116,0,0.3604075,0,1006.386,55.10793,5.816535,0,57.18834,79.43559,4.900276,551.957842131838,551.957842130513,0.00120930418511597,385.643053455572,385.643053454745,0.00079873286607947,89.99988,89.99988,139.5013,0.0002776013
0.7499996,S,0.7499996,0.3406922,0,0.3598234,0,1006.601,55.05569,5.976285,0,57.16656,79.43559,4.905073,552.543533279068,552.54353327774,0.00121152667189364,391.168488664859,391.168488664019,0.000810848132527609,89.99988,89.99988,143.413,0.0002856492
0.7599996,S,0.7599996,0.3455781,0,0.3592504,0,1006.816,55.00343,6.138258,0,57.14478,79.43559,4.90987,553.129423108451,553.129423107119,0.00121373815378516,396.69978277231,396.699782771456,0.000822985513794169,89.99988,89.99988,147.38,0.0002938184
0.7699996,S,0.7699996,0.3504694,0,0.3586882,0,1007.031,54.95117,6.302453,0,57.123,79.43559,4.914668,553.715233464973,553.715233463638,0.00121593834278389,402.236934983194,402.236934982327,0.000835144896950224,89.99988,89.99988,151.4024,0.000302109
0.7799996,S,0.7799996,0.3553661,0,0.3581365,0,1007.246,54.89889,6.468876,0,57.10122,79.43559,4.919465,554.301043821494,554.301043820156,0.00121812783006139,407.779945297513,407.779945296633,0.000847326174978565,89.99988,89.99988,155.4802,0.0003105214
0.7899995,S,0.7899995,0.3602682,0,0.357595,0,1007.462,54.8466,6.637527,0,57.07944,79.43559,4.924262,554.886838283444,554.886838282102,0.00122030631245275,413.328813556321,413.328813555427,0.000859529237830333,89.99988,89.99988,159.6135,0.0003190557
0.7999995,S,0.7999995,0.3651757,0,0.3570633,0,1007.677,54.79431,6.808417,0,57.05767,79.43559,4.929059,555.472672481824,555.472672480479,0.0012224750026176,418.883540156981,418.883540156074,0.000871753987583265,89.99988,89.99988,163.8023,0.0003277121
0.8099995,S,0.8099995,0.3700885,0,0.3565412,0,1007.893,54.742,6.981544,0,57.03588,79.43559,4.933856,556.058522574777,556.058522573428,0.00122463379444822,424.444125258441,424.44412525752,0.00088400032525402,89.99988,89.99988,168.0468,0.0003364908
0.8199995,S,0.8199995,0.3750067,0,0.3560285,0,1008.109,54.68968,7.156914,0,57.01411,79.43559,4.938653,556.644277300295,556.644277298943,0.00122678267278638,430.010567907024,430.01056790609,0.000896268151707677,89.99988,89.99988,172.3469,0.0003453922
0.8299995,S,0.8299995,0.3799303,0,0.3555248,0,1008.325,54.63735,7.334527,0,56.99233,79.43559,4.94345,557.230175076964,557.230175075609,0.00122892200142995,435.582869533243,435.582869532295,0.000908557371447291,89.99988,89.99988,176.7027,0.0003544163
0.8399995,S,0.8399995,0.3848593,0,0.3550299,0,1008.541,54.58501,7.514391,0,56.97055,79.43559,4.948247,557.815953644342,557.815953642983,0.00123105181069543,441.161028945004,441.161028944043,0.000920867889279084,89.99988,89.99988,181.1143,0.0003635634
0.8499995,S,0.8499995,0.3897937,0,0.3545436,0,1008.757,54.53266,7.696512,0,56.94877,79.43559,4.953045,558.401843473725,558.401843472363,0.00123317301007755,446.745047254929,446.745047253954,0.000933199619104224,89.99988,89.99988,185.5818,0.0003728338
0.8599995,S,0.8599995,0.3947335,0,0.3540656,0,1008.973,54.48029,7.880886,0,56.92699,79.43559,4.957842,558.987637935674,558.987637934309,0.00123528519030367,452.334923509342,452.334923508354,0.000945552470731153,89.99988,89.99988,190.1051,0.0003822275
0.8699995,S,0.8699995,0.3996787,0,0.3535958,0,1009.19,54.42792,8.067522,0,56.90521,79.43559,4.962639,559.573424450337,559.573424448969,0.00123738903349483,457.930657628771,457.930657627769,0.000957926360789523,89.99988,89.99988,194.6844,0.0003917449
0.8799995,S,0.8799995,0.4046293,0,0.3531338,0,1009.406,54.37554,8.256426,0,56.88343,79.43559,4.967436,560.159346068864,560.159346067493,0.00123948403942895,463.532250964255,463.532250963239,0.000970321200906766,89.99988,89.99988,199.3197,0.0004013861
0.8899994,S,0.8899994,0.4095853,0,0.3526796,0,1009.623,54.32314,8.447596,0,56.86165,79.43559,4.972233,560.745100794383,560.745100793009,0.00124157099633477,469.139701846862,469.139701845833,0.000982736910592601,89.99988,89.99988,204.0111,0.0004111514
0.8999994,S,0.8999994,0.4145467,0,0.3522328,0,1009.84,54.27074,8.64104,0,56.83987,79.43559,4.977031,561.33083962533,561.330839623952,0.00124365002547827,474.753010117648,474.753010116605,0.000995173410569406,89.99988,89.99988,208.7587,0.000421041
0.9099994,S,0.9099994,0.4195136,0,0.3517933,0,1010.057,54.21832,8.836762,0,56.8181,79.43559,4.981828,561.916634087279,561.916634085898,0.00124572117233418,480.372176332923,480.372176331866,0.00100763062201431,89.99988,89.99988,213.5624,0.000431055
0.9199994,S,0.9199994,0.4244857,0,0.3513611,0,1010.275,54.16589,9.034766,0,56.79631,79.43559,4.986625,562.5024444438,562.502444442416,0.00124778449753547,485.997200651632,485.997200650561,0.00102010846671076,89.99988,89.99988,218.4223,0.0004411937
0.9299994,S,0.9299994,0.4294634,0,0.3509357,0,1010.492,54.11346,9.235053,0,56.77454,79.43559,4.991422,563.088254800321,563.088254798934,0.0012498405164625,491.628083073774,491.62808307269,0.00103260687159602,89.99988,89.99988,223.3386,0.0004514573
0.9399994,S,0.9399994,0.4344465,0,0.3505172,0,1010.71,54.06101,9.437626,0,56.75276,79.43559,4.996219,563.673938000265,563.673937998875,0.00125188901689983,497.264822327786,497.264822326688,0.0010451257614852,89.99988,89.99988,228.3113,0.0004618459
0.9499994,S,0.9499994,0.439435,0,0.3501052,0,1010.928,54.00855,9.642497,0,56.73098,79.43559,5.001017,564.259629147494,564.259629146101,0.00125393018074639,502.907418493139,502.907418492027,0.00105766506301239,89.99988,89.99988,233.3403,0.0004723599
0.9599994,S,0.9599994,0.444429,0,0.3496997,0,1011.145,53.95608,9.849661,0,56.7092,79.43559,5.005814,564.845224927289,564.845224925893,0.00125596449306605,508.555870616159,508.555870615033,0.00107022470766232,89.99988,89.99988,238.4259,0.0004829994
0.9699994,S,0.9699994,0.4494283,0,0.3493006,0,1011.497,53.9036,10.05913,0,56.68742,79.43559,5.010611,565.510635301867,565.510635300467,0.00125815983142626,514.210976842776,514.210976841636,0.00108280630569536,89.99988,89.99988,243.568,0.0004937645
0.9799994,S,0.9799994,0.4544339,0,0.3489075,0,1011.983,53.85111,10.27093,0,56.66564,79.43559,5.015408,566.256122531667,566.256122530264,0.00126051702953052,519.873537941525,519.873537940371,0.00109541147570892,89.99988,89.99988,248.7667,0.0005046556
0.9899994,S,0.9899994,0.4594462,0,0.3485203,0,1012.468,53.79859,10.4851,0,56.64386,79.43559,5.020205,567.001975336631,567.001975335225,0.00126286916478082,525.543557568156,525.543557566988,0.00110804016707446,89.99988,89.99988,254.0222,0.0005156728
0.9999993,S,0.9999993,0.4644655,0,0.3481389,0,1012.954,53.74605,10.70164,0,56.62208,79.43559,5.025002,567.748153980327,567.748153978917,0.00126521600980348,531.221038981058,531.221038979876,0.0011206923268897,89.99988,89.99988,259.3344,0.0005268165
1.009999,S,1.009999,0.4694915,0,0.3477632,0,1013.44,53.69349,10.92056,0,56.6003,79.43559,5.029799,568.494801513906,568.494801512493,0.00126755767070623,536.905986869128,536.905986867932,0.00113336790331344,89.99988,89.99988,264.7034,0.0005380868
1.019999,S,1.019999,0.4745245,0,0.347393,0,1013.927,53.64089,11.14188,0,56.57852,79.43559,5.034597,569.241822569934,569.241822568517,0.00126989446581222,542.598404967592,542.598404966382,0.00114606684768772,89.99988,89.99988,270.1294,0.000549484
1.029999,S,1.029999,0.4795643,0,0.3470282,0,1014.413,53.58828,11.36559,0,56.55674,79.43559,5.039394,569.989153570121,569.989153568701,0.00127222647091267,548.298296375891,548.298296374666,0.00115878911211248,89.99988,89.99988,275.6124,0.0005610083
1.039999,S,1.039999,0.484611,0,0.3466686,0,1014.899,53.53564,11.5917,0,56.53497,79.43559,5.044191,570.73705677491,570.737056773487,0.00127455367084934,554.00566681607,554.005666814831,0.00117153464853609,89.99988,89.99988,281.1525,0.0005726599
1.049999,S,1.049999,0.4896646,0,0.3463143,0,1015.386,53.48297,11.82021,0,56.51319,79.43559,5.048988,571.485222240144,571.485222238717,0.00127687665679379,559.720518910734,559.720518909481,0.00118430341481862,89.99988,89.99988,286.7497,0.0005844391
1.059999,S,1.059999,0.4947251,0,0.345965,0,1015.873,53.43028,12.05114,0,56.49141,79.43559,5.053785,572.233816858828,572.233816857398,0.00127919465567552,565.442856951418,565.442856950151,0.00119709536108945,89.99988,89.99988,292.4041,0.0005963461
1.069999,S,1.069999,0.4997926,0,0.3456207,0,1016.36,53.37757,12.28447,0,56.46963,79.43559,5.058583,572.982753210817,572.982753209384,0.00128150866793872,571.172684355454,571.172684354173,0.0012099104474824,89.99988,89.99988,298.1158,0.0006083811
