PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 4154
Apogee: 1884' AGL
Ground Elevation: -336' MSL
NumSamps: 1960
Flight Number: 3
Main Setting: 400' AGL
Apogee Delay: 1 Seconds
Drogue At: 12.00 Seconds
Main At: 47.10 Seconds
Max Drogue Current: 3 Amps
Max Main Current: 1 Amps
Comments: 
Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
66.70, 274, -12, 47.30, 9.40
66.75, 274, -11, 47.30, 9.40
66.80, 273, -11, 47.30, 9.40
66.85, 272, -11, 47.30, 9.40
66.90, 271, -11, 47.30, 9.40
66.95, 271, -11, 47.30, 9.40
67.00, 271, -11, 47.30, 9.40
67.05, 270, -11, 47.30, 9.40
67.10, 270, -11, 47.30, 9.40
67.15, 270, -11, 47.26, 9.40
67.20, 269, -11, 47.28, 9.40
67.25, 268, -10, 47.26, 9.40
67.30, 267, -10, 47.28, 9.40
67.35, 267, -10, 47.26, 9.40
67.40, 266, -10, 47.26, 9.40
67.45, 266, -10, 47.26, 9.40
67.50, 265, -9, 47.26, 9.40
67.55, 264, -9, 47.26, 9.40
67.60, 263, -9, 47.26, 9.40
67.65, 263, -9, 47.26, 9.40
67.70, 264, -9, 47.25, 9.40
67.75, 262, -10, 47.26, 9.40
67.80, 261, -9, 47.26, 9.40
67.85, 262, -9, 47.25, 9.40
67.90, 262, -9, 47.25, 9.40
67.95, 259, -9, 47.26, 9.40
68.00, 259, -9, 47.26, 9.40
68.05, 258, -9, 47.26, 9.40
68.10, 259, -9, 47.25, 9.40
68.15, 261, -9, 47.25, 9.40
68.20, 258, -9, 47.26, 9.40
68.25, 260, -9, 47.25, 9.40
68.30, 259, -9, 47.26, 9.40
68.35, 258, -9, 47.25, 9.40
68.40, 258, -9, 47.26, 9.40
68.45, 258, -9, 47.25, 9.40
68.50, 257, -9, 47.25, 9.40
68.55, 257, -9, 47.25, 9.40
68.60, 257, -9, 47.23, 9.40
68.65, 254, -8, 47.26, 9.40
68.70, 255, -8, 47.25, 9.40
68.75, 254, -8, 47.26, 9.40
68.80, 254, -8, 47.25, 9.40
68.85, 254, -8, 47.23, 9.40
68.90, 253, -8, 47.26, 9.40
68.95, 253, -8, 47.25, 9.40
69.00, 252, -8, 47.25, 9.40
69.05, 253, -8, 47.23, 9.40
69.10, 252, -9, 47.23, 9.40
69.15, 251, -9, 47.25, 9.40
69.20, 250, -9, 47.23, 9.40
69.25, 249, -10, 47.26, 9.40
69.30, 249, -10, 47.25, 9.40
69.35, 249, -10, 47.23, 9.40
69.40, 248, -10, 47.25, 9.40
69.45, 248, -10, 47.25, 9.40
69.50, 246, -10, 47.25, 9.40
69.55, 248, -10, 47.23, 9.40
69.60, 246, -10, 47.25, 9.40
69.65, 247, -10, 47.23, 9.40
69.70, 247, -10, 47.23, 9.40
69.75, 246, -10, 47.23, 9.40
69.80, 247, -11, 47.23, 9.40
69.85, 244, -11, 47.25, 9.40
69.90, 245, -11, 47.25, 9.40
69.95, 243, -11, 47.23, 9.40
70.00, 244, -11, 47.23, 9.40
70.05, 242, -11, 47.25, 9.40
70.10, 242, -11, 47.23, 9.40
70.15, 242, -11, 47.23, 9.40
70.20, 239, -11, 47.23, 9.40
70.25, 240, -11, 47.23, 9.40
70.30, 239, -11, 47.23, 9.40
70.35, 238, -11, 47.23, 9.40
70.40, 239, -11, 47.23, 9.40
70.45, 237, -11, 47.23, 9.40
70.50, 238, -11, 47.19, 9.40
70.55, 237, -11, 47.23, 9.40
70.60, 237, -12, 47.19, 9.40
70.65, 235, -12, 47.23, 9.40
70.70, 233, -12, 47.23, 9.40
70.75, 233, -12, 47.19, 9.40
70.80, 232, -13, 47.23, 9.40
70.85, 233, -13, 47.23, 9.40
70.90, 232, -13, 47.23, 9.40
70.95, 232, -12, 47.19, 9.40
71.00, 230, -12, 47.23, 9.40
71.05, 230, -12, 47.23, 9.40
71.10, 229, -12, 47.23, 9.40
71.15, 229, -12, 47.19, 9.40
71.20, 228, -12, 47.19, 9.40
71.25, 228, -12, 47.19, 9.40
71.30, 227, -12, 47.19, 9.40
71.35, 226, -12, 47.19, 9.40
71.40, 225, -12, 47.19, 9.40
71.45, 226, -12, 47.19, 9.40
71.50, 225, -12, 47.19, 9.40
71.55, 224, -12, 47.19, 9.40
71.60, 224, -12, 47.19, 9.40
71.65, 223, -12, 47.19, 9.40
71.70, 222, -11, 47.19, 9.40
71.75, 221, -11, 47.23, 9.40
71.80, 220, -11, 47.19, 9.40
71.85, 220, -11, 47.19, 9.40
71.90, 219, -11, 47.19, 9.40
71.95, 220, -11, 47.19, 9.40
72.00, 219, -11, 47.19, 9.40
72.05, 218, -11, 47.19, 9.40
72.10, 217, -11, 47.19, 9.40
72.15, 217, -11, 47.19, 9.40
72.20, 216, -11, 47.19, 9.40
72.25, 216, -11, 47.19, 9.40
72.30, 215, -11, 47.19, 9.40
72.35, 214, -11, 47.19, 9.40
72.40, 214, -11, 47.19, 9.40
72.45, 213, -11, 47.19, 9.40
72.50, 213, -11, 47.19, 9.40
72.55, 213, -11, 47.19, 9.40
72.60, 213, -11, 47.19, 9.40
72.65, 211, -11, 47.19, 9.40
72.70, 212, -11, 47.17, 9.40
72.75, 212, -11, 47.17, 9.40
72.80, 210, -11, 47.19, 9.40
72.85, 209, -11, 47.19, 9.40
72.90, 210, -11, 47.19, 9.40
72.95, 208, -11, 47.19, 9.40
73.00, 208, -12, 47.17, 9.40
73.05, 208, -12, 47.19, 9.40
73.10, 207, -12, 47.19, 9.40
73.15, 206, -11, 47.19, 9.40
73.20, 207, -11, 47.17, 9.40
73.25, 206, -11, 47.17, 9.40
73.30, 206, -12, 47.16, 9.40
73.35, 206, -12, 47.17, 9.40
73.40, 203, -12, 47.19, 9.40
73.45, 203, -12, 47.17, 9.40
73.50, 203, -12, 47.17, 9.40
73.55, 203, -12, 47.16, 9.40
73.60, 202, -12, 47.16, 9.40
73.65, 200, -12, 47.17, 9.40
73.70, 198, -12, 47.19, 9.40
73.75, 199, -12, 47.16, 9.40
73.80, 199, -12, 47.17, 9.40
73.85, 198, -12, 47.16, 9.40
73.90, 197, -12, 47.16, 9.40
73.95, 196, -12, 47.17, 9.40
74.00, 195, -12, 47.17, 9.40
74.05, 194, -12, 47.17, 9.40
74.10, 195, -12, 47.16, 9.40
74.15, 195, -12, 47.16, 9.40
74.20, 194, -12, 47.17, 9.40
74.25, 192, -13, 47.17, 9.40
74.30, 191, -13, 47.17, 9.40
74.35, 191, -13, 47.16, 9.40
74.40, 191, -13, 47.16, 9.40
74.45, 190, -13, 47.16, 9.40
74.50, 190, -13, 47.16, 9.40
74.55, 189, -13, 47.16, 9.40
74.60, 189, -13, 47.16, 9.40
74.65, 188, -13, 47.16, 9.40
74.70, 188, -13, 47.16, 9.40
74.75, 187, -13, 47.16, 9.40
74.80, 187, -13, 47.16, 9.40
74.85, 186, -13, 47.16, 9.40
74.90, 185, -13, 47.16, 9.40
74.95, 185, -13, 47.16, 9.40
75.00, 184, -13, 47.16, 9.40
75.05, 184, -13, 47.16, 9.40
75.10, 185, -13, 47.16, 9.40
75.15, 183, -13, 47.16, 9.40
75.20, 181, -13, 47.14, 9.40
75.25, 180, -13, 47.16, 9.40
75.30, 179, -13, 47.16, 9.40
75.35, 179, -13, 47.16, 9.40
75.40, 179, -13, 47.14, 9.40
75.45, 177, -13, 47.14, 9.40
75.50, 176, -13, 47.16, 9.40
75.55, 176, -13, 47.12, 9.40
75.60, 174, -13, 47.14, 9.40
75.65, 175, -13, 47.12, 9.40
75.70, 174, -14, 47.12, 9.40
75.75, 173, -14, 47.14, 9.40
75.80, 173, -14, 47.12, 9.40
75.85, 172, -14, 47.12, 9.40
75.90, 171, -14, 47.14, 9.40
75.95, 170, -15, 47.14, 9.40
76.00, 169, -15, 47.12, 9.40
76.05, 168, -15, 47.12, 9.40
76.10, 168, -15, 47.12, 9.40
76.15, 167, -15, 47.12, 9.40
76.20, 167, -15, 47.12, 9.40
76.25, 167, -15, 47.12, 9.40
76.30, 166, -15, 47.12, 9.40
76.35, 166, -15, 47.12, 9.40
76.40, 166, -15, 47.12, 9.40
76.45, 165, -15, 47.10, 9.40
76.50, 164, -15, 47.12, 9.40
76.55, 163, -15, 47.12, 9.40
76.60, 162, -15, 47.12, 9.40
76.65, 161, -15, 47.12, 9.40
76.70, 160, -15, 47.14, 9.40
76.75, 159, -15, 47.12, 9.40
76.80, 158, -15, 47.12, 9.40
76.85, 158, -15, 47.12, 9.40
76.90, 156, -15, 47.10, 9.40
76.95, 156, -15, 47.12, 9.40
77.00, 155, -15, 47.12, 9.40
77.05, 153, -15, 47.12, 9.40
77.10, 153, -15, 47.12, 9.40
77.15, 151, -16, 47.12, 9.40
77.20, 151, -16, 47.12, 9.40
77.25, 150, -16, 47.08, 9.40
77.30, 150, -17, 47.08, 9.40
77.35, 148, -17, 47.10, 9.40
77.40, 148, -17, 47.10, 9.40
77.45, 147, -17, 47.10, 9.40
77.50, 146, -17, 47.08, 9.40
77.55, 145, -17, 47.08, 9.40
77.60, 145, -17, 47.08, 9.40
77.65, 144, -17, 47.08, 9.40
77.70, 143, -17, 47.08, 9.40
77.75, 143, -17, 47.08, 9.40
77.80, 143, -17, 47.08, 9.40
77.85, 142, -17, 47.08, 9.40
77.90, 141, -17, 47.08, 9.40
77.95, 140, -17, 47.08, 9.40
78.00, 138, -17, 47.08, 9.40
78.05, 139, -17, 47.08, 9.40
78.10, 136, -17, 47.08, 9.40
78.15, 135, -16, 47.08, 9.40
78.20, 135, -16, 47.08, 9.40
78.25, 134, -16, 47.08, 9.40
78.30, 133, -16, 47.07, 9.40
78.35, 132, -16, 47.08, 9.40
78.40, 132, -16, 47.07, 9.40
78.45, 130, -16, 47.07, 9.40
78.50, 129, -16, 47.08, 9.40
78.55, 129, -15, 47.07, 9.40
78.60, 127, -15, 47.08, 9.40
78.65, 126, -15, 47.08, 9.40
78.70, 126, -15, 47.08, 9.40
78.75, 125, -15, 47.07, 9.40
78.80, 124, -15, 47.07, 9.40
78.85, 124, -15, 47.07, 9.40
78.90, 123, -16, 47.08, 9.40
78.95, 122, -16, 47.08, 9.40
79.00, 121, -15, 47.07, 9.40
79.05, 120, -15, 47.07, 9.40
79.10, 120, -15, 47.07, 9.40
79.15, 119, -15, 47.07, 9.40
79.20, 118, -14, 47.07, 9.40
79.25, 119, -14, 47.07, 9.40
79.30, 117, -14, 47.07, 9.40
79.35, 116, -14, 47.08, 9.40
79.40, 116, -14, 47.07, 9.40
79.45, 116, -14, 47.07, 9.40
79.50, 115, -14, 47.07, 9.40
79.55, 115, -14, 47.07, 9.40
79.60, 115, -14, 47.07, 9.40
79.65, 114, -14, 47.05, 9.40
79.70, 112, -14, 47.07, 9.40
79.75, 113, -15, 47.07, 9.40
79.80, 112, -15, 47.05, 9.40
79.85, 111, -14, 47.07, 9.40
79.90, 109, -14, 47.07, 9.40
79.95, 108, -14, 47.07, 9.40
80.00, 108, -14, 47.07, 9.40
80.05, 108, -14, 47.07, 9.40
80.10, 107, -14, 47.07, 9.40
80.15, 107, -14, 47.07, 9.40
80.20, 106, -14, 47.05, 9.40
80.25, 105, -14, 47.07, 9.40
80.30, 105, -14, 47.05, 9.40
80.35, 103, -14, 47.07, 9.40
80.40, 102, -14, 47.05, 9.40
80.45, 102, -14, 47.05, 9.40
80.50, 100, -15, 47.07, 9.40
80.55, 100, -15, 47.03, 9.40
80.60, 98, -15, 47.05, 9.40
80.65, 98, -15, 47.03, 9.40
80.70, 96, -15, 47.05, 9.40
80.75, 95, -15, 47.05, 9.40
80.80, 97, -14, 47.03, 9.40
80.85, 94, -14, 47.03, 9.40
80.90, 94, -14, 47.05, 9.40
80.95, 94, -13, 47.03, 9.40
81.00, 93, -13, 47.03, 9.40
81.05, 93, -13, 47.03, 9.40
81.10, 92, -13, 47.03, 9.40
81.15, 92, -14, 47.03, 9.40
81.20, 92, -13, 47.03, 9.40
81.25, 90, -13, 47.05, 9.40
81.30, 88, -13, 47.03, 9.40
81.35, 88, -13, 47.03, 9.40
81.40, 88, -13, 47.03, 9.40
81.45, 87, -13, 47.03, 9.40
81.50, 86, -13, 47.03, 9.40
81.55, 86, -13, 47.03, 9.40
81.60, 85, -13, 47.03, 9.40
81.65, 84, -13, 47.03, 9.40
81.70, 84, -13, 47.03, 9.40
81.75, 84, -13, 47.03, 9.40
81.80, 83, -13, 47.01, 9.40
81.85, 83, -13, 47.03, 9.40
81.90, 83, -13, 47.01, 9.40
81.95, 82, -13, 47.03, 9.40
82.00, 82, -13, 47.01, 9.40
82.05, 80, -13, 47.03, 9.40
82.10, 81, -13, 46.98, 9.40
82.15, 79, -13, 47.03, 9.40
82.20, 79, -13, 47.01, 9.40
82.25, 79, -13, 47.01, 9.40
82.30, 79, -13, 47.03, 9.40
82.35, 76, -13, 47.03, 9.40
82.40, 76, -13, 47.03, 9.40
82.45, 75, -13, 47.01, 9.40
82.50, 75, -13, 47.01, 9.40
82.55, 72, -13, 47.03, 9.40
82.60, 72, -13, 47.01, 9.40
82.65, 71, -13, 46.98, 9.40
82.70, 70, -13, 46.98, 9.40
82.75, 69, -13, 47.01, 9.40
82.80, 68, -14, 47.03, 9.40
82.85, 68, -14, 47.01, 9.40
82.90, 68, -14, 46.98, 9.40
82.95, 67, -14, 46.98, 9.40
83.00, 66, -14, 47.01, 9.40
83.05, 66, -14, 47.01, 9.40
83.10, 66, -14, 46.98, 9.40
83.15, 65, -14, 47.01, 9.40
83.20, 65, -14, 46.98, 9.40
83.25, 63, -14, 46.98, 9.40
83.30, 63, -14, 46.98, 9.40
83.35, 63, -14, 46.98, 9.40
83.40, 63, -14, 46.98, 9.40
83.45, 61, -14, 46.98, 9.40
83.50, 60, -14, 46.98, 9.40
83.55, 60, -14, 46.98, 9.40
83.60, 59, -14, 46.98, 9.40
83.65, 58, -13, 46.98, 9.40
83.70, 58, -13, 46.98, 9.40
83.75, 57, -13, 46.98, 9.40
83.80, 56, -13, 46.98, 9.40
83.85, 56, -13, 46.98, 9.40
83.90, 54, -13, 46.98, 9.40
83.95, 54, -14, 46.98, 9.40
84.00, 54, -14, 46.98, 9.40
84.05, 53, -14, 46.98, 9.40
84.10, 51, -14, 46.98, 9.40
84.15, 51, -14, 46.98, 9.40
84.20, 51, -14, 46.98, 9.40
84.25, 50, -14, 46.96, 9.40
84.30, 50, -14, 46.96, 9.40
84.35, 49, -14, 46.96, 9.40
84.40, 48, -14, 46.98, 9.40
84.45, 46, -14, 46.98, 9.40
84.50, 47, -14, 46.96, 9.40
84.55, 45, -14, 46.98, 9.40
84.60, 45, -14, 46.96, 9.40
84.65, 44, -14, 46.96, 9.40
84.70, 44, -14, 46.96, 9.40
84.75, 42, -14, 46.96, 9.40
84.80, 42, -14, 46.96, 9.40
84.85, 42, -14, 46.96, 9.40
84.90, 40, -14, 46.96, 9.40
84.95, 39, -14, 46.96, 9.40
85.00, 39, -14, 46.96, 9.40
85.05, 39, -13, 46.96, 9.40
85.10, 38, -13, 46.96, 9.40
85.15, 38, -13, 46.94, 9.40
85.20, 36, -13, 46.96, 9.40
85.25, 36, -14, 46.96, 9.40
85.30, 36, -14, 46.94, 9.40
85.35, 34, -14, 46.94, 9.40
85.40, 34, -14, 46.94, 9.40
85.45, 32, -13, 46.96, 9.40
85.50, 34, -13, 46.94, 9.40
85.55, 32, -13, 46.96, 9.40
85.60, 31, -13, 46.96, 9.40
85.65, 31, -13, 46.96, 9.40
85.70, 30, -13, 46.94, 9.40
85.75, 29, -13, 46.94, 9.40
85.80, 29, -13, 46.94, 9.40
85.85, 26, -13, 46.98, 9.40
85.90, 28, -13, 46.94, 9.40
85.95, 27, -13, 46.94, 9.40
86.00, 27, -13, 46.94, 9.40
86.05, 25, -13, 46.96, 9.40
86.10, 25, -13, 46.94, 9.40
86.15, 26, -13, 46.94, 9.40
86.20, 23, -13, 46.94, 9.40
86.25, 23, -13, 46.94, 9.40
86.30, 22, -13, 46.94, 9.40
86.35, 21, -13, 46.94, 9.40
86.40, 21, -12, 46.94, 9.40
86.45, 21, -12, 46.94, 9.40
86.50, 19, -11, 46.96, 9.40
86.55, 18, -11, 46.94, 9.40
86.60, 18, -11, 46.94, 9.40
86.65, 19, -10, 46.94, 9.40
86.70, 19, -10, 46.94, 9.40
86.75, 17, -10, 46.94, 9.40
86.80, 17, -10, 46.94, 9.40
86.85, 16, -10, 46.94, 9.40
86.90, 16, -10, 46.94, 9.40
86.95, 13, -10, 46.94, 9.40
87.00, 13, -10, 46.94, 9.40
87.05, 12, -10, 46.94, 9.40
87.10, 13, -10, 46.94, 9.40
87.15, 11, -10, 46.94, 9.40
87.20, 10, -10, 46.94, 9.40
87.25, 10, -10, 46.94, 9.40
87.30, 10, -9, 46.94, 9.40
87.35, 9, -9, 46.94, 9.40
87.40, 11, -9, 46.94, 9.40
87.45, 10, -9, 46.94, 9.40
87.50, 11, -9, 46.94, 9.40
87.55, 11, -9, 46.94, 9.40
87.60, 10, -9, 46.94, 9.40
87.65, 11, -10, 46.92, 9.40
87.70, 9, -10, 46.94, 9.40
87.75, 9, -9, 46.94, 9.40
87.80, 7, -9, 46.94, 9.40
87.85, 8, -9, 46.94, 9.40
87.90, 7, -8, 46.94, 9.40
87.95, 8, -8, 46.92, 9.40
88.00, 6, -8, 46.94, 9.40
88.05, 7, -7, 46.92, 9.40
88.10, 5, -7, 46.94, 9.40
88.15, 5, -7, 46.92, 9.40
88.20, 4, -7, 46.92, 9.40
88.25, 3, -7, 46.94, 9.40
88.30, 4, -7, 46.92, 9.40
88.35, 3, -7, 46.92, 9.40
88.40, 2, -8, 46.92, 9.40
88.45, 1, -8, 46.92, 9.40
88.50, 1, -9, 46.92, 9.40
88.55, 1, -9, 46.92, 9.40
88.60, -1, -9, 46.92, 9.40
88.65, -1, -10, 46.92, 9.40
88.70, -1, -10, 46.94, 9.40
88.75, -1, -10, 46.92, 9.40
88.80, -2, -9, 46.92, 9.40
88.85, -1, -9, 46.92, 9.40
88.90, -2, -8, 46.92, 9.40
88.95, -2, -8, 46.92, 9.40
89.00, -2, -8, 46.92, 9.40
89.05, -2, -8, 46.92, 9.40
89.10, -2, -7, 46.92, 9.40
89.15, -2, -7, 46.92, 9.40
89.20, -2, -7, 46.92, 9.40
89.25, -4, -7, 46.92, 9.40
89.30, -4, -7, 46.92, 9.40
89.35, -5, -7, 46.92, 9.40
89.40, -5, -6, 46.92, 9.40
89.45, -6, -6, 46.92, 9.40
89.50, -7, -6, 46.92, 9.40
89.55, -8, -6, 46.92, 9.40
89.60, -8, -6, 46.92, 9.40
89.65, -14, -6, 46.92, 9.40
89.70, -9, -6, 46.92, 9.40
89.75, -10, -5, 46.92, 9.40
89.80, -8, -5, 46.92, 9.40
89.85, -10, -5, 46.92, 9.40
89.90, -8, -5, 46.92, 9.40
89.95, -8, -5, 46.90, 9.40
90.00, -9, -5, 46.92, 9.40
90.05, -9, -5, 46.90, 9.40
90.10, -10, -5, 46.90, 9.40
90.15, -9, -4, 46.90, 9.40
90.20, -9, -4, 46.89, 9.40
90.25, -9, -4, 46.90, 9.40
90.30, -11, -3, 46.90, 9.40
90.35, -10, -3, 46.90, 9.40
90.40, -10, -3, 46.90, 9.40
90.45, -12, -2, 46.92, 9.40
90.50, -12, -2, 46.90, 9.40
90.55, -12, -1, 46.89, 9.40
90.60, -13, -1, 46.90, 9.40
90.65, -12, -1, 46.90, 9.40
90.70, -12, -1, 46.90, 9.40
90.75, -11, -1, 46.89, 9.40
90.80, -11, -1, 46.89, 9.40
90.85, -11, -1, 46.89, 9.40
90.90, -12, -1, 46.89, 9.40
90.95, -11, -1, 46.87, 9.40
91.00, -12, -1, 46.89, 9.40
91.05, -11, -1, 46.89, 9.40
91.10, -10, -1, 46.85, 9.40
91.15, -10, -1, 46.85, 9.40
91.20, -12, -1, 46.87, 9.40
91.25, -11, -1, 46.87, 9.40
91.30, -10, -1, 46.85, 9.40
91.35, -11, -0, 46.85, 9.40
91.40, -11, -0, 46.85, 9.40
91.45, -11, -0, 46.85, 9.40
91.50, -11, 0, 46.85, 9.40
91.55, -10, 0, 46.85, 9.40
91.60, -12, 1, 46.85, 9.40
91.65, -11, 0, 46.85, 9.40
91.70, -11, 0, 46.85, 9.40
91.75, -11, 0, 46.85, 9.40
91.80, -12, 0, 46.87, 9.40
91.85, -12, 0, 46.85, 9.40
91.90, -10, 0, 46.85, 9.40
91.95, -11, 0, 46.85, 9.40
92.00, -11, 0, 46.85, 9.40
92.05, -11, -0, 46.85, 9.40
92.10, -11, -0, 46.85, 9.40
92.15, -11, -0, 46.85, 9.40
92.20, -11, -0, 46.85, 9.40
92.25, -11, -0, 46.85, 9.40
92.30, -11, -0, 46.85, 9.40
92.35, -11, -0, 46.85, 9.40
92.40, -12, -0, 46.85, 9.40
92.45, -12, -0, 46.85, 9.40
92.50, -11, -0, 46.85, 9.40
92.55, -11, -0, 46.85, 9.40
92.60, -11, -0, 46.85, 9.40
92.65, -11, -0, 46.85, 9.40
92.70, -11, -0, 46.85, 9.40
92.75, -11, -0, 46.85, 9.40
92.80, -11, -0, 46.85, 9.40
92.85, -11, -0, 46.85, 9.40
92.90, -11, -0, 46.83, 9.40
92.95, -10, -0, 46.83, 9.40
93.00, -12, -0, 46.85, 9.40
93.05, -12, -0, 46.85, 9.40
93.10, -11, -0, 46.85, 9.40
93.15, -10, -0, 46.83, 9.40
93.20, -11, -0, 46.85, 9.40
93.25, -11, -0, 46.85, 9.40
93.30, -12, 0, 46.85, 9.40
93.35, -11, 0, 46.85, 9.40
93.40, -11, 0, 46.85, 9.40
93.45, -12, 0, 46.85, 9.40
93.50, -11, 0, 46.85, 9.40
93.55, -12, -0, 46.85, 9.40
93.60, -11, -0, 46.85, 9.40
93.65, -11, -0, 46.85, 9.40
93.70, -12, -0, 46.85, 9.40
93.75, -11, -0, 46.85, 9.40
93.80, -12, 0, 46.85, 9.40
93.85, -11, 0, 46.85, 9.40
93.90, -12, 0, 46.85, 9.40
93.95, -11, 0, 46.83, 9.40
94.00, -10, 0, 46.83, 9.40
94.05, -11, 0, 46.83, 9.40
94.10, -12, 0, 46.85, 9.40
94.15, -11, 0, 46.83, 9.40
94.20, -11, 0, 46.83, 9.40
94.25, -12, 0, 46.85, 9.40
94.30, -11, 0, 46.83, 9.40
94.35, -10, 0, 46.83, 9.40
94.40, -11, 0, 46.83, 9.40
94.45, -11, 0, 46.83, 9.40
94.50, -12, 0, 46.85, 9.40
94.55, -12, 0, 46.83, 9.40
94.60, -11, 0, 46.83, 9.40
94.65, -11, 0, 46.83, 9.40
94.70, -11, 0, 46.85, 9.40
94.75, -11, 0, 46.85, 9.40
94.80, -11, 0, 46.83, 9.40
94.85, -11, 0, 46.83, 9.40
94.90, -10, 0, 46.83, 9.40
94.95, -11, 0, 46.83, 9.40
95.00, -10, 0, 46.83, 9.40
95.05, -10, 0, 46.83, 9.40
95.10, -12, 0, 46.83, 9.40
95.15, -11, 0, 46.85, 9.40
95.20, -11, 0, 46.83, 9.40
95.25, -10, 0, 46.83, 9.40
95.30, -11, 0, 46.83, 9.40
95.35, -11, 0, 46.83, 9.40
95.40, -11, 0, 46.83, 9.40
95.45, -11, 0, 46.83, 9.40
95.50, -11, 0, 46.83, 9.40
95.55, -11, 0, 46.83, 9.40
95.60, -12, 0, 46.83, 9.40
95.65, -11, 0, 46.83, 9.40
95.70, -12, 0, 46.83, 9.40
95.75, -11, -0, 46.83, 9.40
95.80, -11, -0, 46.83, 9.40
95.85, -10, -0, 46.83, 9.40
95.90, -12, -0, 46.83, 9.40
95.95, -11, -0, 46.83, 9.40
96.00, -11, -0, 46.83, 9.40
96.05, -10, -0, 46.83, 9.40
96.10, -11, -0, 46.83, 9.40
96.15, -11, -0, 46.83, 9.40
96.20, -12, -0, 46.83, 9.40
96.25, -11, -0, 46.83, 9.40
96.30, -10, -0, 46.83, 9.40
96.35, -11, -0, 46.83, 9.40
96.40, -11, -0, 46.83, 9.40
96.45, -10, 0, 46.83, 9.40
96.50, -11, 0, 46.83, 9.40
96.55, -11, 0, 46.83, 9.40
96.60, -11, 0, 46.83, 9.40
96.65, -11, 0, 46.83, 9.40
96.70, -11, 0, 46.83, 9.40
96.75, -11, 0, 46.83, 9.40
96.80, -11, 0, 46.83, 9.40
96.85, -11, -0, 46.83, 9.40
96.90, -11, -0, 46.83, 9.40
96.95, -11, -0, 46.83, 9.40
97.00, -12, -1, 46.83, 9.40
97.05, -10, -1, 46.83, 9.40
97.10, -11, -1, 46.83, 9.40
97.15, -12, -1, 46.83, 9.40
97.20, -11, -1, 46.81, 9.40
97.25, -12, -0, 46.83, 9.40
97.30, -11, 1, 46.81, 9.40
97.35, -12, 1, 46.83, 9.40
97.40, -10, 1, 46.83, 9.40
97.45, -11, 1, 46.81, 9.40
97.50, -11, -0, 46.81, 9.40
97.55, -12, -0, 46.83, 9.40
97.60, -11, -0, 46.81, 9.40
97.65, -11, -0, 46.81, 9.40
97.70, -10, -0, 46.83, 9.40
97.75, -11, -0, 46.83, 9.40
97.80, -12, -0, 46.83, 9.40
97.85, -11, -0, 46.81, 9.40
97.90, -11, -0, 46.81, 9.40
97.95, -11, -0, 46.83, 9.40
