PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 4154
Apogee: 1884' AGL
Ground Elevation: -336' MSL
NumSamps: 1960
Flight Number: 3
Main Setting: 400' AGL
Apogee Delay: 1 Seconds
Drogue At: 12.00 Seconds
Main At: 47.10 Seconds
Max Drogue Current: 3 Amps
Max Main Current: 1 Amps
Comments: 
Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
32.25, 661, -57, 48.31, 9.40
32.30, 658, -57, 48.29, 9.40
32.35, 656, -58, 48.29, 9.40
32.40, 653, -58, 48.29, 9.40
32.45, 652, -60, 48.29, 9.40
32.50, 651, -61, 48.27, 9.40
32.55, 649, -60, 48.29, 9.40
32.60, 649, -59, 48.29, 9.40
32.65, 645, -58, 48.29, 9.40
32.70, 642, -56, 48.31, 9.40
32.75, 639, -55, 48.29, 9.40
32.80, 637, -55, 48.27, 9.40
32.85, 637, -54, 48.29, 9.40
32.90, 639, -54, 48.27, 9.40
32.95, 630, -54, 48.27, 9.40
33.00, 627, -54, 48.25, 9.40
33.05, 623, -54, 48.27, 9.40
33.10, 621, -54, 48.27, 9.40
33.15, 616, -54, 48.27, 9.40
33.20, 612, -53, 48.27, 9.40
33.25, 608, -53, 48.27, 9.40
33.30, 606, -54, 48.27, 9.40
33.35, 603, -54, 48.24, 9.40
33.40, 600, -54, 48.25, 9.40
33.45, 596, -55, 48.27, 9.40
33.50, 597, -56, 48.25, 9.40
33.55, 598, -56, 48.25, 9.40
33.60, 598, -57, 48.24, 9.40
33.65, 597, -57, 48.25, 9.40
33.70, 595, -58, 48.25, 9.40
33.75, 587, -58, 48.25, 9.40
33.80, 587, -59, 48.24, 9.40
33.85, 581, -59, 48.24, 9.40
33.90, 579, -59, 48.24, 9.40
33.95, 575, -59, 48.24, 9.40
34.00, 568, -58, 48.24, 9.40
34.05, 569, -57, 48.24, 9.40
34.10, 564, -57, 48.24, 9.40
34.15, 560, -56, 48.24, 9.40
34.20, 557, -56, 48.24, 9.40
34.25, 555, -56, 48.24, 9.40
34.30, 550, -56, 48.24, 9.40
34.35, 548, -55, 48.24, 9.40
34.40, 545, -56, 48.24, 9.40
34.45, 543, -56, 48.24, 9.40
34.50, 539, -57, 48.24, 9.40
34.55, 536, -59, 48.24, 9.40
34.60, 532, -60, 48.24, 9.40
34.65, 530, -61, 48.24, 9.40
34.70, 528, -62, 48.20, 9.40
34.75, 524, -62, 48.24, 9.40
34.80, 519, -62, 48.24, 9.40
34.85, 518, -61, 48.20, 9.40
34.90, 517, -61, 48.20, 9.40
34.95, 515, -60, 48.20, 9.40
35.00, 512, -59, 48.22, 9.40
35.05, 510, -59, 48.20, 9.40
35.10, 506, -59, 48.20, 9.40
35.15, 504, -58, 48.20, 9.40
35.20, 499, -58, 48.20, 9.40
35.25, 494, -58, 48.20, 9.40
35.30, 499, -59, 48.20, 9.40
35.35, 495, -60, 48.18, 9.40
35.40, 487, -61, 48.20, 9.40
35.45, 485, -62, 48.18, 9.40
35.50, 482, -62, 48.20, 9.40
35.55, 482, -61, 48.18, 9.40
35.60, 477, -60, 48.18, 9.40
35.65, 473, -58, 48.18, 9.40
35.70, 468, -57, 48.18, 9.40
35.75, 463, -55, 48.18, 9.40
35.80, 463, -54, 48.16, 9.40
35.85, 459, -52, 48.18, 9.40
35.90, 458, -51, 48.18, 9.40
35.95, 457, -50, 48.18, 9.40
36.00, 453, -49, 48.18, 9.40
36.05, 449, -47, 48.18, 9.40
36.10, 445, -46, 48.18, 9.40
36.15, 445, -44, 48.18, 9.40
36.20, 443, -43, 48.18, 9.40
36.25, 438, -41, 48.15, 9.40
36.30, 432, -40, 48.18, 9.40
36.35, 422, -39, 48.18, 9.40
36.40, 419, -37, 48.18, 9.40
36.45, 415, -36, 48.18, 9.40
36.50, 416, -34, 48.18, 9.40
36.55, 416, -32, 48.16, 9.40
36.60, 416, -31, 48.18, 9.40
36.65, 416, -29, 48.16, 9.40
36.70, 416, -27, 48.16, 9.40
36.75, 417, -25, 48.16, 9.40
36.80, 417, -24, 48.15, 9.40
36.85, 416, -22, 48.16, 9.40
36.90, 416, -21, 48.16, 9.40
36.95, 417, -20, 48.16, 9.40
37.00, 419, -18, 48.15, 9.40
37.05, 417, -17, 48.15, 9.40
37.10, 417, -15, 48.15, 9.40
37.15, 417, -14, 48.15, 9.40
37.20, 417, -12, 48.15, 9.40
37.25, 417, -9, 48.16, 9.40
37.30, 417, -7, 48.15, 9.40
37.35, 416, -4, 48.15, 9.40
37.40, 416, -2, 48.15, 9.40
37.45, 417, -0, 48.15, 9.40
37.50, 417, 1, 48.15, 9.40
37.55, 417, 1, 48.15, 9.40
37.60, 416, 0, 48.15, 9.40
37.65, 416, 0, 48.15, 9.40
37.70, 417, -0, 48.15, 9.40
37.75, 416, -0, 48.15, 9.40
37.80, 416, -0, 48.15, 9.40
37.85, 416, -0, 48.15, 9.40
37.90, 416, -0, 48.15, 9.40
37.95, 418, -0, 48.11, 9.40
38.00, 417, -0, 48.13, 9.40
38.05, 416, -0, 48.15, 9.40
38.10, 417, -0, 48.13, 9.40
38.15, 419, -1, 48.11, 9.40
38.20, 417, -1, 48.13, 9.40
38.25, 417, -1, 48.13, 9.40
38.30, 417, -1, 48.11, 9.40
38.35, 420, -1, 48.11, 9.40
38.40, 418, -1, 48.11, 9.40
38.45, 418, -1, 48.11, 9.40
38.50, 418, -1, 48.11, 9.40
38.55, 416, -1, 48.11, 9.40
38.60, 416, -1, 48.11, 9.40
38.65, 417, -1, 48.07, 9.40
38.70, 415, -1, 48.11, 9.40
38.75, 416, -1, 48.07, 9.40
38.80, 416, -1, 48.06, 9.40
38.85, 416, -1, 48.06, 9.40
38.90, 417, -1, 48.06, 9.40
38.95, 417, -1, 48.06, 9.40
39.00, 416, -1, 48.06, 9.40
39.05, 417, -1, 48.06, 9.40
39.10, 416, -1, 48.06, 9.40
39.15, 416, -1, 48.06, 9.40
39.20, 415, -2, 48.06, 9.40
39.25, 414, -2, 48.06, 9.40
39.30, 414, -2, 48.06, 9.40
39.35, 414, -2, 48.06, 9.40
39.40, 413, -2, 48.06, 9.40
39.45, 414, -2, 48.06, 9.40
39.50, 414, -2, 48.06, 9.40
39.55, 414, -2, 48.06, 9.40
39.60, 414, -2, 48.06, 9.40
39.65, 413, -1, 48.04, 9.40
39.70, 415, -1, 48.04, 9.40
39.75, 415, -1, 48.04, 9.40
39.80, 414, -1, 48.02, 9.40
39.85, 415, -1, 48.02, 9.40
39.90, 415, -1, 48.00, 9.40
39.95, 414, -1, 48.00, 9.40
40.00, 414, -1, 47.98, 9.40
40.05, 415, -1, 47.98, 9.40
40.10, 416, -1, 47.97, 9.40
40.15, 414, -1, 47.98, 9.40
40.20, 413, -1, 47.98, 9.40
40.25, 415, -0, 47.97, 9.40
40.30, 414, -0, 47.97, 9.40
40.35, 413, 0, 47.98, 9.40
40.40, 414, 0, 47.97, 9.40
40.45, 414, 1, 47.97, 9.40
40.50, 413, 1, 47.97, 9.40
40.55, 413, 1, 47.97, 9.40
40.60, 414, 1, 47.97, 9.40
40.65, 413, 1, 47.98, 9.40
40.70, 415, 1, 47.97, 9.40
40.75, 414, 1, 47.97, 9.40
40.80, 414, 1, 47.97, 9.40
40.85, 415, 1, 47.97, 9.40
40.90, 414, 1, 47.97, 9.40
40.95, 414, 1, 47.97, 9.40
41.00, 414, 1, 47.97, 9.40
41.05, 414, 1, 47.97, 9.40
41.10, 414, 1, 47.97, 9.40
41.15, 414, 1, 47.97, 9.40
41.20, 414, 1, 47.97, 9.40
41.25, 414, 1, 47.97, 9.40
41.30, 414, 1, 47.97, 9.40
41.35, 414, 2, 47.97, 9.40
41.40, 415, 2, 47.97, 9.40
41.45, 416, 2, 47.95, 9.40
41.50, 416, 2, 47.95, 9.40
41.55, 416, 2, 47.95, 9.40
41.60, 416, 2, 47.95, 9.40
41.65, 416, 2, 47.95, 9.40
41.70, 416, 2, 47.95, 9.40
41.75, 416, 2, 47.95, 9.40
41.80, 415, 2, 47.95, 9.40
41.85, 416, 1, 47.95, 9.40
41.90, 416, 1, 47.95, 9.40
41.95, 416, 1, 47.95, 9.40
42.00, 417, 1, 47.95, 9.40
42.05, 417, 1, 47.95, 9.40
42.10, 416, 1, 47.95, 9.40
42.15, 417, 1, 47.95, 9.40
42.20, 416, 1, 47.95, 9.40
42.25, 416, 1, 47.95, 9.40
42.30, 417, 1, 47.95, 9.40
42.35, 417, 1, 47.93, 9.40
42.40, 418, 1, 47.91, 9.40
42.45, 416, 1, 47.95, 9.40
42.50, 419, 0, 47.95, 9.40
42.55, 417, 0, 47.95, 9.40
42.60, 417, 0, 47.95, 9.40
42.65, 419, 0, 47.91, 9.40
42.70, 417, 0, 47.95, 9.40
42.75, 417, 0, 47.93, 9.40
42.80, 417, 0, 47.91, 9.40
42.85, 417, 0, 47.91, 9.40
42.90, 417, 0, 47.93, 9.40
42.95, 416, -0, 47.93, 9.40
43.00, 417, -0, 47.91, 9.40
43.05, 417, -0, 47.91, 9.40
43.10, 416, -0, 47.93, 9.40
43.15, 416, -0, 47.91, 9.40
43.20, 416, -1, 47.91, 9.40
43.25, 416, -1, 47.91, 9.40
43.30, 416, -1, 47.91, 9.40
43.35, 417, -1, 47.91, 9.40
43.40, 417, -2, 47.91, 9.40
43.45, 416, -2, 47.91, 9.40
43.50, 416, -2, 47.89, 9.40
43.55, 416, -2, 47.91, 9.40
43.60, 416, -2, 47.91, 9.40
43.65, 417, -2, 47.91, 9.40
43.70, 417, -2, 47.89, 9.40
43.75, 417, -2, 47.86, 9.40
43.80, 416, -2, 47.89, 9.40
43.85, 416, -2, 47.89, 9.40
43.90, 416, -2, 47.89, 9.40
43.95, 415, -2, 47.89, 9.40
44.00, 416, -2, 47.86, 9.40
44.05, 416, -2, 47.86, 9.40
44.10, 415, -2, 47.86, 9.40
44.15, 416, -2, 47.86, 9.40
44.20, 416, -2, 47.86, 9.40
44.25, 414, -2, 47.86, 9.40
44.30, 414, -2, 47.86, 9.40
44.35, 414, -3, 47.86, 9.40
44.40, 414, -3, 47.86, 9.40
44.45, 414, -3, 47.86, 9.40
44.50, 413, -3, 47.86, 9.40
44.55, 413, -3, 47.86, 9.40
44.60, 415, -3, 47.84, 9.40
44.65, 414, -3, 47.86, 9.40
44.70, 415, -4, 47.82, 9.40
44.75, 414, -4, 47.84, 9.40
44.80, 413, -4, 47.86, 9.40
44.85, 414, -4, 47.84, 9.40
44.90, 413, -3, 47.86, 9.40
44.95, 412, -3, 47.86, 9.40
45.00, 412, -3, 47.84, 9.40
45.05, 413, -4, 47.82, 9.40
45.10, 413, -4, 47.84, 9.40
45.15, 412, -4, 47.82, 9.40
45.20, 413, -4, 47.84, 9.40
45.25, 412, -4, 47.82, 9.40
45.30, 411, -4, 47.84, 9.40
45.35, 410, -4, 47.84, 9.40
45.40, 411, -4, 47.82, 9.40
45.45, 411, -4, 47.82, 9.40
45.50, 410, -4, 47.82, 9.40
45.55, 410, -5, 47.82, 9.40
45.60, 410, -5, 47.82, 9.40
45.65, 410, -5, 47.84, 9.40
45.70, 409, -5, 47.82, 9.40
45.75, 409, -6, 47.82, 9.40
45.80, 409, -6, 47.82, 9.40
45.85, 409, -6, 47.82, 9.40
45.90, 410, -5, 47.82, 9.40
45.95, 409, -5, 47.82, 9.40
46.00, 408, -6, 47.82, 9.40
46.05, 409, -6, 47.82, 9.40
46.10, 408, -6, 47.82, 9.40
46.15, 407, -6, 47.82, 9.40
46.20, 407, -6, 47.82, 9.40
46.25, 407, -6, 47.82, 9.40
46.30, 406, -6, 47.80, 9.40
46.35, 406, -6, 47.80, 9.40
46.40, 405, -6, 47.82, 9.40
46.45, 405, -6, 47.80, 9.40
46.50, 405, -6, 47.80, 9.40
46.55, 405, -6, 47.80, 9.40
46.60, 404, -6, 47.80, 9.40
46.65, 404, -6, 47.80, 9.40
46.70, 403, -6, 47.80, 9.40
46.75, 402, -6, 47.80, 9.40
46.80, 403, -7, 47.80, 9.40
46.85, 402, -7, 47.80, 9.40
46.90, 402, -7, 47.80, 9.40
46.95, 402, -7, 47.80, 9.40
47.00, 402, -7, 47.79, 9.40
47.05, 401, -7, 47.80, 9.40
47.10, 400, -7, 47.80, 9.40
47.15, 402, -7, 47.79, 9.40
47.20, 401, -7, 47.77, 9.40
47.25, 400, -7, 47.80, 9.40
47.30, 399, -6, 47.79, 9.40
47.35, 399, -6, 47.79, 9.40
47.40, 398, -6, 47.79, 9.40
47.45, 398, -6, 47.77, 9.40
47.50, 398, -6, 47.77, 9.40
47.55, 398, -6, 47.77, 9.40
47.60, 398, -6, 47.77, 9.40
47.65, 396, -6, 47.77, 9.40
47.70, 397, -6, 47.77, 9.40
47.75, 396, -6, 47.77, 9.40
47.80, 396, -6, 47.77, 9.40
47.85, 396, -6, 47.77, 9.40
47.90, 395, -6, 47.77, 9.40
47.95, 395, -6, 47.77, 9.40
48.00, 394, -6, 47.77, 9.40
48.05, 394, -6, 47.77, 9.40
48.10, 394, -6, 47.77, 9.40
48.15, 394, -7, 47.77, 9.40
48.20, 394, -7, 47.77, 9.40
48.25, 394, -7, 47.75, 9.40
48.30, 394, -6, 47.77, 9.40
48.35, 393, -7, 47.77, 9.40
48.40, 393, -7, 47.77, 9.40
48.45, 393, -7, 47.77, 9.40
48.50, 392, -7, 47.77, 9.40
48.55, 392, -7, 47.75, 9.40
48.60, 391, -7, 47.77, 9.40
48.65, 392, -6, 47.73, 9.40
48.70, 393, -6, 47.73, 9.40
48.75, 391, -6, 47.73, 9.40
48.80, 389, -6, 47.75, 9.40
48.85, 390, -7, 47.73, 9.40
48.90, 390, -7, 47.73, 9.40
48.95, 390, -7, 47.73, 9.40
49.00, 390, -7, 47.73, 9.40
49.05, 388, -6, 47.73, 9.40
49.10, 388, -6, 47.73, 9.40
49.15, 387, -6, 47.73, 9.40
49.20, 387, -6, 47.73, 9.40
49.25, 388, -7, 47.73, 9.40
49.30, 386, -7, 47.73, 9.40
49.35, 386, -7, 47.73, 9.40
49.40, 384, -7, 47.73, 9.40
49.45, 384, -6, 47.73, 9.40
49.50, 385, -6, 47.71, 9.40
49.55, 385, -6, 47.70, 9.40
49.60, 385, -6, 47.71, 9.40
49.65, 384, -6, 47.71, 9.40
49.70, 383, -6, 47.73, 9.40
49.75, 384, -6, 47.70, 9.40
49.80, 383, -6, 47.70, 9.40
49.85, 383, -6, 47.70, 9.40
49.90, 381, -6, 47.71, 9.40
49.95, 381, -6, 47.71, 9.40
50.00, 382, -6, 47.70, 9.40
50.05, 382, -6, 47.71, 9.40
50.10, 381, -5, 47.71, 9.40
50.15, 382, -5, 47.70, 9.40
50.20, 380, -5, 47.71, 9.40
50.25, 382, -5, 47.70, 9.40
50.30, 380, -5, 47.71, 9.40
50.35, 380, -4, 47.71, 9.40
50.40, 380, -4, 47.70, 9.40
50.45, 380, -4, 47.70, 9.40
50.50, 380, -5, 47.70, 9.40
50.55, 380, -5, 47.70, 9.40
50.60, 378, -5, 47.70, 9.40
50.65, 379, -5, 47.70, 9.40
50.70, 379, -5, 47.70, 9.40
50.75, 378, -5, 47.70, 9.40
50.80, 379, -5, 47.70, 9.40
50.85, 378, -5, 47.70, 9.40
50.90, 378, -5, 47.70, 9.40
50.95, 376, -5, 47.70, 9.40
51.00, 377, -5, 47.70, 9.40
51.05, 378, -5, 47.70, 9.40
51.10, 378, -5, 47.70, 9.40
51.15, 377, -4, 47.70, 9.40
51.20, 378, -4, 47.70, 9.40
51.25, 377, -4, 47.70, 9.40
51.30, 378, -4, 47.68, 9.40
51.35, 376, -4, 47.70, 9.40
51.40, 377, -4, 47.68, 9.40
51.45, 376, -4, 47.68, 9.40
51.50, 375, -4, 47.70, 9.40
51.55, 375, -4, 47.68, 9.40
51.60, 374, -4, 47.68, 9.40
51.65, 373, -4, 47.68, 9.40
51.70, 372, -5, 47.68, 9.40
51.75, 373, -5, 47.68, 9.40
51.80, 373, -5, 47.68, 9.40
51.85, 374, -5, 47.68, 9.40
51.90, 371, -5, 47.68, 9.40
51.95, 372, -5, 47.66, 9.40
52.00, 373, -5, 47.62, 9.40
52.05, 372, -5, 47.66, 9.40
52.10, 373, -5, 47.62, 9.40
52.15, 372, -5, 47.62, 9.40
52.20, 373, -5, 47.62, 9.40
52.25, 373, -5, 47.62, 9.40
52.30, 372, -5, 47.62, 9.40
52.35, 372, -5, 47.62, 9.40
52.40, 372, -5, 47.62, 9.40
52.45, 372, -5, 47.62, 9.40
52.50, 372, -4, 47.62, 9.40
52.55, 370, -4, 47.62, 9.40
52.60, 370, -4, 47.62, 9.40
52.65, 370, -4, 47.61, 9.40
52.70, 370, -4, 47.62, 9.40
52.75, 368, -4, 47.62, 9.40
52.80, 368, -4, 47.62, 9.40
52.85, 369, -5, 47.61, 9.40
52.90, 368, -5, 47.61, 9.40
52.95, 369, -5, 47.59, 9.40
53.00, 367, -5, 47.62, 9.40
53.05, 367, -5, 47.59, 9.40
53.10, 367, -5, 47.59, 9.40
53.15, 369, -5, 47.61, 9.40
53.20, 367, -5, 47.61, 9.40
53.25, 367, -5, 47.59, 9.40
53.30, 367, -5, 47.59, 9.40
53.35, 366, -5, 47.61, 9.40
53.40, 367, -5, 47.59, 9.40
53.45, 367, -4, 47.59, 9.40
53.50, 367, -4, 47.59, 9.40
53.55, 367, -4, 47.59, 9.40
53.60, 365, -4, 47.59, 9.40
53.65, 364, -4, 47.59, 9.40
53.70, 365, -4, 47.59, 9.40
53.75, 365, -4, 47.59, 9.40
53.80, 363, -3, 47.61, 9.40
53.85, 363, -4, 47.59, 9.40
53.90, 362, -4, 47.59, 9.40
53.95, 363, -4, 47.57, 9.40
54.00, 362, -4, 47.59, 9.40
54.05, 364, -4, 47.57, 9.40
54.10, 361, -4, 47.57, 9.40
54.15, 362, -4, 47.57, 9.40
54.20, 363, -4, 47.57, 9.40
54.25, 361, -4, 47.57, 9.40
54.30, 362, -5, 47.57, 9.40
54.35, 363, -5, 47.57, 9.40
54.40, 363, -5, 47.57, 9.40
54.45, 364, -5, 47.57, 9.40
54.50, 363, -5, 47.57, 9.40
54.55, 363, -5, 47.57, 9.40
54.60, 362, -4, 47.57, 9.40
54.65, 362, -4, 47.57, 9.40
54.70, 362, -4, 47.57, 9.40
54.75, 362, -4, 47.55, 9.40
54.80, 362, -4, 47.55, 9.40
54.85, 361, -3, 47.55, 9.40
54.90, 361, -3, 47.55, 9.40
54.95, 360, -3, 47.53, 9.40
55.00, 360, -3, 47.53, 9.40
55.05, 359, -3, 47.53, 9.40
55.10, 359, -3, 47.53, 9.40
55.15, 359, -4, 47.53, 9.40
55.20, 358, -4, 47.53, 9.40
55.25, 358, -4, 47.53, 9.40
55.30, 358, -5, 47.53, 9.40
55.35, 358, -5, 47.53, 9.40
55.40, 357, -5, 47.53, 9.40
55.45, 357, -5, 47.53, 9.40
55.50, 358, -5, 47.53, 9.40
55.55, 356, -5, 47.52, 9.40
55.60, 357, -5, 47.53, 9.40
55.65, 357, -5, 47.52, 9.40
55.70, 356, -5, 47.53, 9.40
55.75, 357, -5, 47.52, 9.40
55.80, 356, -5, 47.50, 9.40
55.85, 356, -5, 47.53, 9.40
55.90, 356, -5, 47.52, 9.40
55.95, 357, -5, 47.50, 9.40
56.00, 356, -5, 47.52, 9.40
56.05, 356, -5, 47.53, 9.40
56.10, 355, -5, 47.52, 9.40
56.15, 354, -4, 47.52, 9.40
56.20, 354, -4, 47.53, 9.40
56.25, 353, -4, 47.53, 9.40
56.30, 353, -4, 47.52, 9.40
56.35, 353, -4, 47.52, 9.40
56.40, 353, -4, 47.52, 9.40
56.45, 354, -4, 47.50, 9.40
56.50, 352, -4, 47.53, 9.40
56.55, 353, -4, 47.52, 9.40
56.60, 353, -4, 47.50, 9.40
56.65, 353, -4, 47.52, 9.40
56.70, 353, -4, 47.50, 9.40
56.75, 353, -4, 47.50, 9.40
56.80, 352, -4, 47.50, 9.40
56.85, 351, -4, 47.50, 9.40
56.90, 350, -4, 47.50, 9.40
56.95, 350, -4, 47.50, 9.40
57.00, 350, -4, 47.50, 9.40
57.05, 350, -4, 47.50, 9.40
57.10, 351, -4, 47.50, 9.40
57.15, 350, -4, 47.50, 9.40
57.20, 349, -3, 47.50, 9.40
57.25, 349, -3, 47.50, 9.40
57.30, 349, -4, 47.48, 9.40
57.35, 349, -4, 47.48, 9.40
57.40, 349, -4, 47.48, 9.40
57.45, 349, -4, 47.48, 9.40
57.50, 348, -4, 47.48, 9.40
57.55, 349, -4, 47.48, 9.40
57.60, 349, -5, 47.46, 9.40
57.65, 348, -5, 47.48, 9.40
57.70, 349, -4, 47.46, 9.40
57.75, 348, -4, 47.48, 9.40
57.80, 349, -4, 47.46, 9.40
57.85, 349, -4, 47.46, 9.40
57.90, 347, -4, 47.46, 9.40
57.95, 348, -4, 47.46, 9.40
58.00, 347, -4, 47.46, 9.40
58.05, 349, -4, 47.46, 9.40
58.10, 347, -4, 47.46, 9.40
58.15, 347, -4, 47.46, 9.40
58.20, 347, -4, 47.46, 9.40
58.25, 346, -4, 47.46, 9.40
58.30, 346, -4, 47.46, 9.40
58.35, 346, -4, 47.46, 9.40
58.40, 345, -4, 47.46, 9.40
58.45, 344, -4, 47.46, 9.40
58.50, 344, -4, 47.46, 9.40
58.55, 344, -4, 47.46, 9.40
58.60, 344, -4, 47.46, 9.40
58.65, 344, -5, 47.46, 9.40
58.70, 344, -5, 47.46, 9.40
58.75, 344, -5, 47.46, 9.40
58.80, 344, -5, 47.46, 9.40
58.85, 343, -5, 47.46, 9.40
58.90, 343, -5, 47.46, 9.40
58.95, 344, -5, 47.46, 9.40
59.00, 342, -5, 47.46, 9.40
59.05, 342, -5, 47.46, 9.40
59.10, 342, -5, 47.46, 9.40
59.15, 342, -5, 47.46, 9.40
59.20, 342, -5, 47.44, 9.40
59.25, 340, -5, 47.46, 9.40
59.30, 341, -5, 47.46, 9.40
59.35, 340, -5, 47.46, 9.40
59.40, 340, -5, 47.46, 9.40
59.45, 340, -5, 47.46, 9.40
59.50, 340, -5, 47.46, 9.40
59.55, 340, -5, 47.46, 9.40
59.60, 340, -5, 47.44, 9.40
59.65, 339, -5, 47.46, 9.40
59.70, 340, -5, 47.44, 9.40
59.75, 339, -5, 47.44, 9.40
59.80, 338, -5, 47.44, 9.40
59.85, 339, -5, 47.44, 9.40
59.90, 338, -5, 47.44, 9.40
59.95, 338, -5, 47.44, 9.40
60.00, 337, -5, 47.44, 9.40
60.05, 337, -5, 47.44, 9.40
60.10, 336, -5, 47.46, 9.40
60.15, 337, -5, 47.44, 9.40
60.20, 336, -5, 47.44, 9.40
60.25, 335, -5, 47.46, 9.40
60.30, 336, -5, 47.44, 9.40
60.35, 335, -5, 47.44, 9.40
60.40, 335, -5, 47.44, 9.40
60.45, 335, -6, 47.44, 9.40
60.50, 335, -6, 47.44, 9.40
60.55, 335, -6, 47.44, 9.40
60.60, 335, -6, 47.44, 9.40
60.65, 334, -6, 47.44, 9.40
60.70, 334, -6, 47.44, 9.40
60.75, 334, -6, 47.41, 9.40
60.80, 333, -7, 47.44, 9.40
60.85, 333, -7, 47.39, 9.40
60.90, 332, -7, 47.41, 9.40
60.95, 331, -7, 47.44, 9.40
61.00, 332, -7, 47.41, 9.40
61.05, 332, -7, 47.44, 9.40
61.10, 331, -7, 47.41, 9.40
61.15, 331, -7, 47.41, 9.40
61.20, 331, -7, 47.39, 9.40
61.25, 331, -8, 47.41, 9.40
61.30, 331, -8, 47.39, 9.40
61.35, 330, -8, 47.41, 9.40
61.40, 329, -8, 47.39, 9.40
61.45, 329, -9, 47.39, 9.40
61.50, 328, -9, 47.41, 9.40
61.55, 327, -9, 47.41, 9.40
61.60, 328, -10, 47.39, 9.40
61.65, 327, -10, 47.39, 9.40
61.70, 326, -10, 47.39, 9.40
61.75, 327, -10, 47.39, 9.40
61.80, 325, -10, 47.39, 9.40
61.85, 324, -10, 47.39, 9.40
61.90, 324, -10, 47.39, 9.40
61.95, 323, -10, 47.39, 9.40
62.00, 323, -10, 47.39, 9.40
62.05, 323, -10, 47.39, 9.40
62.10, 322, -11, 47.39, 9.40
62.15, 322, -11, 47.39, 9.40
62.20, 321, -11, 47.39, 9.40
62.25, 320, -11, 47.39, 9.40
62.30, 320, -11, 47.39, 9.40
62.35, 319, -11, 47.39, 9.40
62.40, 318, -11, 47.39, 9.40
62.45, 316, -11, 47.39, 9.40
62.50, 317, -11, 47.39, 9.40
62.55, 316, -11, 47.39, 9.40
62.60, 315, -11, 47.39, 9.40
62.65, 315, -11, 47.39, 9.40
62.70, 314, -11, 47.39, 9.40
62.75, 313, -11, 47.39, 9.40
62.80, 313, -11, 47.39, 9.40
62.85, 314, -10, 47.37, 9.40
62.90, 313, -10, 47.37, 9.40
62.95, 312, -10, 47.37, 9.40
63.00, 311, -10, 47.37, 9.40
63.05, 310, -10, 47.37, 9.40
63.10, 309, -10, 47.39, 9.40
63.15, 310, -10, 47.35, 9.40
63.20, 311, -11, 47.35, 9.40
63.25, 309, -11, 47.37, 9.40
63.30, 309, -11, 47.37, 9.40
63.35, 309, -11, 47.35, 9.40
63.40, 308, -10, 47.37, 9.40
63.45, 308, -10, 47.35, 9.40
63.50, 307, -10, 47.35, 9.40
63.55, 306, -10, 47.37, 9.40
63.60, 305, -10, 47.37, 9.40
63.65, 306, -10, 47.37, 9.40
63.70, 306, -10, 47.35, 9.40
63.75, 304, -10, 47.35, 9.40
63.80, 304, -10, 47.37, 9.40
63.85, 304, -10, 47.35, 9.40
63.90, 303, -10, 47.35, 9.40
63.95, 303, -10, 47.35, 9.40
64.00, 302, -10, 47.35, 9.40
64.05, 302, -10, 47.35, 9.40
64.10, 302, -10, 47.35, 9.40
64.15, 300, -10, 47.35, 9.40
64.20, 299, -10, 47.35, 9.40
64.25, 300, -10, 47.35, 9.40
64.30, 298, -10, 47.35, 9.40
64.35, 297, -10, 47.35, 9.40
64.40, 297, -10, 47.35, 9.40
64.45, 296, -10, 47.35, 9.40
64.50, 297, -10, 47.34, 9.40
64.55, 295, -10, 47.35, 9.40
64.60, 294, -10, 47.35, 9.40
64.65, 293, -10, 47.35, 9.40
64.70, 294, -10, 47.34, 9.40
64.75, 294, -10, 47.34, 9.40
64.80, 293, -10, 47.35, 9.40
64.85, 292, -10, 47.35, 9.40
64.90, 291, -10, 47.35, 9.40
64.95, 292, -10, 47.34, 9.40
65.00, 291, -10, 47.35, 9.40
65.05, 291, -10, 47.34, 9.40
65.10, 292, -10, 47.32, 9.40
65.15, 291, -10, 47.34, 9.40
65.20, 290, -10, 47.34, 9.40
65.25, 290, -10, 47.32, 9.40
65.30, 289, -10, 47.32, 9.40
65.35, 288, -10, 47.34, 9.40
65.40, 289, -10, 47.32, 9.40
65.45, 287, -10, 47.32, 9.40
65.50, 288, -10, 47.32, 9.40
65.55, 287, -10, 47.32, 9.40
65.60, 287, -10, 47.32, 9.40
65.65, 286, -10, 47.32, 9.40
65.70, 285, -10, 47.32, 9.40
65.75, 286, -10, 47.32, 9.40
65.80, 284, -10, 47.34, 9.40
65.85, 285, -10, 47.32, 9.40
65.90, 283, -10, 47.34, 9.40
65.95, 283, -10, 47.32, 9.40
66.00, 282, -10, 47.32, 9.40
66.05, 282, -11, 47.32, 9.40
66.10, 281, -11, 47.32, 9.40
66.15, 280, -11, 47.32, 9.40
66.20, 280, -11, 47.32, 9.40
66.25, 280, -11, 47.32, 9.40
66.30, 279, -11, 47.32, 9.40
66.35, 277, -11, 47.32, 9.40
66.40, 277, -11, 47.32, 9.40
66.45, 278, -11, 47.32, 9.40
66.50, 276, -11, 47.32, 9.40
66.55, 275, -11, 47.32, 9.40
66.60, 274, -11, 47.32, 9.40
66.65, 274, -12, 47.32, 9.40
